datetime,cpu,mem
Sat Oct 29 00:16:55 GMT 2022,2.8,1286605
Sat Oct 29 00:16:57 GMT 2022,-1.7,1296880
Sat Oct 29 00:16:58 GMT 2022,-1.7,1283674
Sat Oct 29 00:16:59 GMT 2022,-1.7,1283718
Sat Oct 29 00:17:01 GMT 2022,-1.7,1287453
Sat Oct 29 00:17:03 GMT 2022,41,1292010
Sat Oct 29 00:17:04 GMT 2022,41,1290824
Sat Oct 29 00:17:06 GMT 2022,41,1292318
Sat Oct 29 00:17:08 GMT 2022,1.9,1273910
Sat Oct 29 00:17:10 GMT 2022,1.9,1273962
Sat Oct 29 00:17:11 GMT 2022,1.9,1275311
Sat Oct 29 00:17:13 GMT 2022,32,1274070
Sat Oct 29 00:17:15 GMT 2022,32,1274154
Sat Oct 29 00:17:17 GMT 2022,32,1275619
Sat Oct 29 00:17:18 GMT 2022,32,1274286
Sat Oct 29 00:17:20 GMT 2022,32,1274056
Sat Oct 29 00:17:22 GMT 2022,32,1275766
Sat Oct 29 00:17:24 GMT 2022,3.2,1274661
Sat Oct 29 00:17:26 GMT 2022,3.2,1274717
Sat Oct 29 00:17:28 GMT 2022,3.2,1276150
Sat Oct 29 00:17:30 GMT 2022,0.7,1274909
Sat Oct 29 00:17:32 GMT 2022,0.7,1275026
Sat Oct 29 00:17:34 GMT 2022,0.7,1276387
Sat Oct 29 00:17:36 GMT 2022,36,1275214
Sat Oct 29 00:17:37 GMT 2022,36,1275122
Sat Oct 29 00:17:39 GMT 2022,36,1276511
Sat Oct 29 00:17:41 GMT 2022,35,1275266
Sat Oct 29 00:17:43 GMT 2022,35,1275554
Sat Oct 29 00:17:45 GMT 2022,35,1276975
Sat Oct 29 00:17:47 GMT 2022,2.3,1275798
Sat Oct 29 00:17:49 GMT 2022,2.3,1276162
Sat Oct 29 00:17:51 GMT 2022,2.3,1279083
Sat Oct 29 00:17:53 GMT 2022,39,1278866
Sat Oct 29 00:17:55 GMT 2022,39,1405100
Sat Oct 29 00:17:58 GMT 2022,39,1397223
Sat Oct 29 00:18:00 GMT 2022,-1.3,1397405
Sat Oct 29 00:18:02 GMT 2022,-1.3,1393590
Sat Oct 29 00:18:04 GMT 2022,-1.3,1400040
Sat Oct 29 00:18:06 GMT 2022,2.5,1399261
Sat Oct 29 00:18:08 GMT 2022,2.5,1400551
Sat Oct 29 00:18:10 GMT 2022,2.5,1400979
Sat Oct 29 00:18:12 GMT 2022,37,1400947
Sat Oct 29 00:18:15 GMT 2022,37,1401183
Sat Oct 29 00:18:17 GMT 2022,37,1403132
Sat Oct 29 00:18:19 GMT 2022,-1.2,1402007
Sat Oct 29 00:18:21 GMT 2022,-1.2,1400538
Sat Oct 29 00:18:24 GMT 2022,-1.2,1399051
