datetime,cpu,mem
Wed Oct 26 01:29:22 GMT 2022,0,1321831
Wed Oct 26 01:29:23 GMT 2022,5.2,1259428
Wed Oct 26 01:29:25 GMT 2022,5.2,1396969
Wed Oct 26 01:29:26 GMT 2022,5.2,1397276
Wed Oct 26 01:29:27 GMT 2022,5.2,1398600
Wed Oct 26 01:29:29 GMT 2022,45,1324280
Wed Oct 26 01:29:30 GMT 2022,45,1324076
Wed Oct 26 01:29:32 GMT 2022,45,1324237
Wed Oct 26 01:29:33 GMT 2022,45,1340422
Wed Oct 26 01:29:35 GMT 2022,39,1338956
Wed Oct 26 01:29:37 GMT 2022,39,1339116
Wed Oct 26 01:29:38 GMT 2022,39,1338029
Wed Oct 26 01:29:40 GMT 2022,39,1339664
Wed Oct 26 01:29:42 GMT 2022,0,1338260
Wed Oct 26 01:29:43 GMT 2022,0,1337944
Wed Oct 26 01:29:45 GMT 2022,0,1339444
Wed Oct 26 01:29:47 GMT 2022,40,1338332
Wed Oct 26 01:29:49 GMT 2022,40,1338628
Wed Oct 26 01:29:51 GMT 2022,40,1340156
Wed Oct 26 01:29:52 GMT 2022,42,1338708
Wed Oct 26 01:29:54 GMT 2022,42,1338124
Wed Oct 26 01:29:56 GMT 2022,42,1363656
Wed Oct 26 01:29:58 GMT 2022,32,1356572
Wed Oct 26 01:30:00 GMT 2022,32,1353656
Wed Oct 26 01:30:02 GMT 2022,32,1355204
Wed Oct 26 01:30:03 GMT 2022,0,1353656
Wed Oct 26 01:30:05 GMT 2022,0,1356080
Wed Oct 26 01:30:06 GMT 2022,0,1407380
Wed Oct 26 01:30:08 GMT 2022,0,1418696
Wed Oct 26 01:30:10 GMT 2022,0,1417016
Wed Oct 26 01:30:11 GMT 2022,0,1381698
Wed Oct 26 01:30:13 GMT 2022,0,1390750
Wed Oct 26 01:30:15 GMT 2022,29,1396746
Wed Oct 26 01:30:17 GMT 2022,29,1404338
Wed Oct 26 01:30:19 GMT 2022,29,1388030
Wed Oct 26 01:30:21 GMT 2022,37,1415582
Wed Oct 26 01:30:23 GMT 2022,37,1416106
Wed Oct 26 01:30:24 GMT 2022,37,1432442
Wed Oct 26 01:30:26 GMT 2022,28,1431158
Wed Oct 26 01:30:28 GMT 2022,28,1430254
Wed Oct 26 01:30:30 GMT 2022,28,1394994
Wed Oct 26 01:30:32 GMT 2022,0,1393546
Wed Oct 26 01:30:33 GMT 2022,0,1385778
Wed Oct 26 01:30:35 GMT 2022,0,1384810
Wed Oct 26 01:30:36 GMT 2022,0,1382170
Wed Oct 26 01:30:38 GMT 2022,13,1371382
Wed Oct 26 01:30:39 GMT 2022,13,1371482
Wed Oct 26 01:30:41 GMT 2022,13,1371742
Wed Oct 26 01:30:42 GMT 2022,13,1373266
Wed Oct 26 01:30:44 GMT 2022,12,1371422
Wed Oct 26 01:30:45 GMT 2022,12,1371402
Wed Oct 26 01:30:47 GMT 2022,12,1371614
Wed Oct 26 01:30:48 GMT 2022,12,1373414
Wed Oct 26 01:30:50 GMT 2022,13,1371978
Wed Oct 26 01:30:52 GMT 2022,13,1372094
Wed Oct 26 01:30:53 GMT 2022,13,1372186
Wed Oct 26 01:30:55 GMT 2022,13,1372866
Wed Oct 26 01:30:56 GMT 2022,12,1371726
Wed Oct 26 01:30:58 GMT 2022,12,1371798
Wed Oct 26 01:30:59 GMT 2022,12,1371418
Wed Oct 26 01:31:01 GMT 2022,12,1373138
Wed Oct 26 01:31:02 GMT 2022,13,1371750
Wed Oct 26 01:31:04 GMT 2022,13,1369722
Wed Oct 26 01:31:05 GMT 2022,13,1369574
Wed Oct 26 01:31:07 GMT 2022,13,1371122
Wed Oct 26 01:31:08 GMT 2022,12,1365926
Wed Oct 26 01:31:10 GMT 2022,12,1366062
Wed Oct 26 01:31:11 GMT 2022,12,1366110
Wed Oct 26 01:31:13 GMT 2022,12,1367658
Wed Oct 26 01:31:14 GMT 2022,12,1366258
Wed Oct 26 01:31:16 GMT 2022,12,1366294
Wed Oct 26 01:31:18 GMT 2022,12,1366386
Wed Oct 26 01:31:19 GMT 2022,12,1367870
Wed Oct 26 01:31:21 GMT 2022,13,1366586
Wed Oct 26 01:31:22 GMT 2022,13,1366658
Wed Oct 26 01:31:24 GMT 2022,13,1366782
Wed Oct 26 01:31:25 GMT 2022,13,1368250
Wed Oct 26 01:31:27 GMT 2022,13,1366866
Wed Oct 26 01:31:28 GMT 2022,13,1366998
Wed Oct 26 01:31:30 GMT 2022,13,1367154
Wed Oct 26 01:31:32 GMT 2022,13,1368490
Wed Oct 26 01:31:33 GMT 2022,12,1367254
Wed Oct 26 01:31:35 GMT 2022,12,1367118
Wed Oct 26 01:31:36 GMT 2022,12,1367310
Wed Oct 26 01:31:38 GMT 2022,12,1368178
Wed Oct 26 01:31:39 GMT 2022,13,1366870
Wed Oct 26 01:31:41 GMT 2022,13,1367034
Wed Oct 26 01:31:42 GMT 2022,13,1367106
Wed Oct 26 01:31:44 GMT 2022,13,1368658
Wed Oct 26 01:31:45 GMT 2022,13,1367238
Wed Oct 26 01:31:47 GMT 2022,13,1367370
Wed Oct 26 01:31:48 GMT 2022,13,1367494
Wed Oct 26 01:31:50 GMT 2022,13,1369050
Wed Oct 26 01:31:51 GMT 2022,13,1367638
Wed Oct 26 01:31:53 GMT 2022,13,1367830
Wed Oct 26 01:31:54 GMT 2022,13,1367758
Wed Oct 26 01:31:56 GMT 2022,13,1369366
Wed Oct 26 01:31:58 GMT 2022,12,1367906
Wed Oct 26 01:31:59 GMT 2022,12,1368050
Wed Oct 26 01:32:01 GMT 2022,12,1368202
Wed Oct 26 01:32:02 GMT 2022,12,1369718
Wed Oct 26 01:32:04 GMT 2022,13,1368310
Wed Oct 26 01:32:05 GMT 2022,13,1368398
Wed Oct 26 01:32:07 GMT 2022,13,1368466
Wed Oct 26 01:32:08 GMT 2022,13,1369982
Wed Oct 26 01:32:10 GMT 2022,12,1368666
Wed Oct 26 01:32:11 GMT 2022,12,1368606
Wed Oct 26 01:32:13 GMT 2022,12,1368918
Wed Oct 26 01:32:14 GMT 2022,12,1370270
Wed Oct 26 01:32:16 GMT 2022,12,1368966
Wed Oct 26 01:32:17 GMT 2022,12,1369094
Wed Oct 26 01:32:19 GMT 2022,12,1369030
Wed Oct 26 01:32:20 GMT 2022,12,1370786
Wed Oct 26 01:32:22 GMT 2022,13,1369446
Wed Oct 26 01:32:23 GMT 2022,13,1369518
Wed Oct 26 01:32:25 GMT 2022,13,1369670
Wed Oct 26 01:32:26 GMT 2022,13,1371158
Wed Oct 26 01:32:28 GMT 2022,13,1369934
Wed Oct 26 01:32:30 GMT 2022,13,1369966
Wed Oct 26 01:32:31 GMT 2022,13,1370346
Wed Oct 26 01:32:33 GMT 2022,13,1371726
