datetime,cpu,mem
Wed Oct 26 02:26:56 GMT 2022,19,1360422
Wed Oct 26 02:26:58 GMT 2022,5.5,1296371
Wed Oct 26 02:26:59 GMT 2022,5.5,1369969
Wed Oct 26 02:27:00 GMT 2022,5.5,1370337
Wed Oct 26 02:27:02 GMT 2022,5.5,1372338
Wed Oct 26 02:27:03 GMT 2022,42,1363349
Wed Oct 26 02:27:05 GMT 2022,42,1362273
Wed Oct 26 02:27:06 GMT 2022,42,1362314
Wed Oct 26 02:27:07 GMT 2022,42,1377982
Wed Oct 26 02:27:09 GMT 2022,40,1377200
Wed Oct 26 02:27:10 GMT 2022,40,1377963
Wed Oct 26 02:27:12 GMT 2022,40,1378059
Wed Oct 26 02:27:13 GMT 2022,40,1378739
Wed Oct 26 02:27:15 GMT 2022,37,1377335
Wed Oct 26 02:27:16 GMT 2022,37,1377403
Wed Oct 26 02:27:18 GMT 2022,37,1377055
Wed Oct 26 02:27:20 GMT 2022,37,1378603
Wed Oct 26 02:27:21 GMT 2022,0,1376947
Wed Oct 26 02:27:23 GMT 2022,0,1377635
Wed Oct 26 02:27:25 GMT 2022,0,1379219
Wed Oct 26 02:27:26 GMT 2022,42,1377791
Wed Oct 26 02:27:28 GMT 2022,42,1390952
Wed Oct 26 02:27:30 GMT 2022,42,1418520
Wed Oct 26 02:27:32 GMT 2022,44,1456601
Wed Oct 26 02:27:33 GMT 2022,44,1459029
Wed Oct 26 02:27:35 GMT 2022,44,1457089
Wed Oct 26 02:27:37 GMT 2022,30,1420409
Wed Oct 26 02:27:39 GMT 2022,30,1428225
Wed Oct 26 02:27:41 GMT 2022,30,1438173
Wed Oct 26 02:27:42 GMT 2022,29,1444281
Wed Oct 26 02:27:44 GMT 2022,29,1408821
Wed Oct 26 02:27:46 GMT 2022,29,1410365
Wed Oct 26 02:27:48 GMT 2022,0,1408921
Wed Oct 26 02:27:49 GMT 2022,0,1409093
Wed Oct 26 02:27:50 GMT 2022,0,1408865
Wed Oct 26 02:27:52 GMT 2022,0,1410425
Wed Oct 26 02:27:53 GMT 2022,15,1425401
Wed Oct 26 02:27:55 GMT 2022,15,1442925
Wed Oct 26 02:27:56 GMT 2022,15,1455773
Wed Oct 26 02:27:58 GMT 2022,15,1458693
Wed Oct 26 02:28:00 GMT 2022,0,1468613
Wed Oct 26 02:28:01 GMT 2022,0,1468529
Wed Oct 26 02:28:03 GMT 2022,0,1468729
Wed Oct 26 02:28:04 GMT 2022,0,1433357
Wed Oct 26 02:28:06 GMT 2022,0,1431809
Wed Oct 26 02:28:07 GMT 2022,0,1432013
Wed Oct 26 02:28:09 GMT 2022,0,1423809
Wed Oct 26 02:28:10 GMT 2022,0,1421409
Wed Oct 26 02:28:12 GMT 2022,13,1420033
Wed Oct 26 02:28:13 GMT 2022,13,1410805
Wed Oct 26 02:28:14 GMT 2022,13,1410281
Wed Oct 26 02:28:16 GMT 2022,13,1412029
Wed Oct 26 02:28:17 GMT 2022,13,1410545
Wed Oct 26 02:28:19 GMT 2022,13,1410817
Wed Oct 26 02:28:20 GMT 2022,13,1410945
Wed Oct 26 02:28:22 GMT 2022,13,1412681
Wed Oct 26 02:28:23 GMT 2022,13,1411461
Wed Oct 26 02:28:25 GMT 2022,13,1411601
Wed Oct 26 02:28:26 GMT 2022,13,1411677
Wed Oct 26 02:28:28 GMT 2022,13,1413237
Wed Oct 26 02:28:29 GMT 2022,12,1410677
Wed Oct 26 02:28:30 GMT 2022,12,1410821
Wed Oct 26 02:28:32 GMT 2022,12,1410985
Wed Oct 26 02:28:33 GMT 2022,12,1412441
Wed Oct 26 02:28:35 GMT 2022,13,1410789
Wed Oct 26 02:28:36 GMT 2022,13,1408821
Wed Oct 26 02:28:38 GMT 2022,13,1408777
Wed Oct 26 02:28:39 GMT 2022,13,1410217
Wed Oct 26 02:28:41 GMT 2022,12,1408813
Wed Oct 26 02:28:42 GMT 2022,12,1405009
Wed Oct 26 02:28:43 GMT 2022,12,1405049
Wed Oct 26 02:28:45 GMT 2022,12,1406781
Wed Oct 26 02:28:46 GMT 2022,13,1405217
Wed Oct 26 02:28:48 GMT 2022,13,1405317
Wed Oct 26 02:28:49 GMT 2022,13,1405373
Wed Oct 26 02:28:51 GMT 2022,13,1406905
Wed Oct 26 02:28:52 GMT 2022,12,1405529
Wed Oct 26 02:28:54 GMT 2022,12,1405585
Wed Oct 26 02:28:55 GMT 2022,12,1405633
Wed Oct 26 02:28:56 GMT 2022,12,1407105
Wed Oct 26 02:28:58 GMT 2022,13,1405589
Wed Oct 26 02:28:59 GMT 2022,13,1405813
Wed Oct 26 02:29:01 GMT 2022,13,1406093
Wed Oct 26 02:29:02 GMT 2022,13,1407525
Wed Oct 26 02:29:04 GMT 2022,13,1406117
Wed Oct 26 02:29:05 GMT 2022,13,1406197
Wed Oct 26 02:29:07 GMT 2022,13,1406241
Wed Oct 26 02:29:08 GMT 2022,13,1407901
Wed Oct 26 02:29:10 GMT 2022,12,1406525
Wed Oct 26 02:29:11 GMT 2022,12,1406589
Wed Oct 26 02:29:12 GMT 2022,12,1405653
Wed Oct 26 02:29:14 GMT 2022,12,1407257
Wed Oct 26 02:29:15 GMT 2022,13,1405905
Wed Oct 26 02:29:17 GMT 2022,13,1405969
Wed Oct 26 02:29:18 GMT 2022,13,1406281
Wed Oct 26 02:29:20 GMT 2022,13,1407573
Wed Oct 26 02:29:21 GMT 2022,12,1406553
Wed Oct 26 02:29:23 GMT 2022,12,1405785
Wed Oct 26 02:29:24 GMT 2022,12,1406085
Wed Oct 26 02:29:25 GMT 2022,12,1407757
Wed Oct 26 02:29:27 GMT 2022,13,1406289
Wed Oct 26 02:29:28 GMT 2022,13,1406305
Wed Oct 26 02:29:30 GMT 2022,13,1406437
Wed Oct 26 02:29:31 GMT 2022,13,1407925
Wed Oct 26 02:29:33 GMT 2022,13,1406365
Wed Oct 26 02:29:34 GMT 2022,13,1406369
Wed Oct 26 02:29:35 GMT 2022,13,1406421
Wed Oct 26 02:29:37 GMT 2022,13,1407873
Wed Oct 26 02:29:38 GMT 2022,12,1406473
Wed Oct 26 02:29:40 GMT 2022,12,1406729
Wed Oct 26 02:29:41 GMT 2022,12,1406753
Wed Oct 26 02:29:43 GMT 2022,12,1408277
Wed Oct 26 02:29:44 GMT 2022,28,1406961
Wed Oct 26 02:29:46 GMT 2022,28,1406973
Wed Oct 26 02:29:47 GMT 2022,28,1407085
Wed Oct 26 02:29:48 GMT 2022,28,1408333
Wed Oct 26 02:29:50 GMT 2022,12,1407005
Wed Oct 26 02:29:51 GMT 2022,12,1407117
Wed Oct 26 02:29:53 GMT 2022,12,1407321
Wed Oct 26 02:29:54 GMT 2022,12,1408865
Wed Oct 26 02:29:56 GMT 2022,14,1407461
Wed Oct 26 02:29:57 GMT 2022,14,1407685
Wed Oct 26 02:29:58 GMT 2022,14,1407697
Wed Oct 26 02:30:00 GMT 2022,14,1409165
Wed Oct 26 02:30:01 GMT 2022,13,1407624
