datetime,cpu,mem
Wed Oct 26 01:58:12 GMT 2022,52,1359975
Wed Oct 26 01:58:13 GMT 2022,5.3,1363315
Wed Oct 26 01:58:14 GMT 2022,5.3,1372416
Wed Oct 26 01:58:16 GMT 2022,5.3,1377599
Wed Oct 26 01:58:17 GMT 2022,5.3,1379135
Wed Oct 26 01:58:18 GMT 2022,43,1375811
Wed Oct 26 01:58:20 GMT 2022,43,1367967
Wed Oct 26 01:58:21 GMT 2022,43,1368087
Wed Oct 26 01:58:22 GMT 2022,43,1369805
Wed Oct 26 01:58:24 GMT 2022,40,1348671
Wed Oct 26 01:58:25 GMT 2022,40,1348919
Wed Oct 26 01:58:27 GMT 2022,40,1348383
Wed Oct 26 01:58:28 GMT 2022,40,1348984
Wed Oct 26 01:58:29 GMT 2022,37,1347619
Wed Oct 26 01:58:31 GMT 2022,37,1347711
Wed Oct 26 01:58:32 GMT 2022,37,1347787
Wed Oct 26 01:58:34 GMT 2022,37,1348856
Wed Oct 26 01:58:35 GMT 2022,36,1347499
Wed Oct 26 01:58:36 GMT 2022,36,1347547
Wed Oct 26 01:58:38 GMT 2022,36,1348192
Wed Oct 26 01:58:39 GMT 2022,36,1349605
Wed Oct 26 01:58:41 GMT 2022,37,1348168
Wed Oct 26 01:58:42 GMT 2022,37,1348256
Wed Oct 26 01:58:44 GMT 2022,37,1348436
Wed Oct 26 01:58:45 GMT 2022,37,1389330
Wed Oct 26 01:58:47 GMT 2022,0,1420640
Wed Oct 26 01:58:49 GMT 2022,0,1425836
Wed Oct 26 01:58:50 GMT 2022,0,1424269
Wed Oct 26 01:58:52 GMT 2022,30,1428824
Wed Oct 26 01:58:53 GMT 2022,30,1391644
Wed Oct 26 01:58:55 GMT 2022,30,1399188
Wed Oct 26 01:58:56 GMT 2022,30,1407113
Wed Oct 26 01:58:58 GMT 2022,27,1412228
Wed Oct 26 01:59:00 GMT 2022,27,1376456
Wed Oct 26 01:59:01 GMT 2022,27,1376612
Wed Oct 26 01:59:03 GMT 2022,27,1378209
Wed Oct 26 01:59:04 GMT 2022,0,1376634
Wed Oct 26 01:59:06 GMT 2022,0,1376816
Wed Oct 26 01:59:07 GMT 2022,0,1376696
Wed Oct 26 01:59:08 GMT 2022,0,1390917
Wed Oct 26 01:59:09 GMT 2022,18,1397116
Wed Oct 26 01:59:11 GMT 2022,18,1421016
Wed Oct 26 01:59:12 GMT 2022,18,1420652
Wed Oct 26 01:59:13 GMT 2022,18,1436425
Wed Oct 26 01:59:15 GMT 2022,0,1436364
Wed Oct 26 01:59:17 GMT 2022,0,1436616
Wed Oct 26 01:59:18 GMT 2022,0,1436336
Wed Oct 26 01:59:19 GMT 2022,0,1401413
Wed Oct 26 01:59:21 GMT 2022,0,1399924
Wed Oct 26 01:59:22 GMT 2022,0,1399980
Wed Oct 26 01:59:23 GMT 2022,0,1392372
Wed Oct 26 01:59:25 GMT 2022,0,1390005
Wed Oct 26 01:59:26 GMT 2022,13,1388520
Wed Oct 26 01:59:28 GMT 2022,13,1378576
Wed Oct 26 01:59:29 GMT 2022,13,1378644
Wed Oct 26 01:59:30 GMT 2022,13,1380169
Wed Oct 26 01:59:32 GMT 2022,13,1378676
Wed Oct 26 01:59:33 GMT 2022,13,1378900
Wed Oct 26 01:59:34 GMT 2022,13,1378444
Wed Oct 26 01:59:36 GMT 2022,13,1380241
Wed Oct 26 01:59:37 GMT 2022,13,1378776
Wed Oct 26 01:59:39 GMT 2022,13,1378948
Wed Oct 26 01:59:40 GMT 2022,13,1379164
Wed Oct 26 01:59:41 GMT 2022,13,1381161
Wed Oct 26 01:59:43 GMT 2022,13,1379868
Wed Oct 26 01:59:44 GMT 2022,13,1378704
Wed Oct 26 01:59:45 GMT 2022,13,1378692
Wed Oct 26 01:59:47 GMT 2022,13,1376185
Wed Oct 26 01:59:48 GMT 2022,13,1374968
Wed Oct 26 01:59:50 GMT 2022,13,1374348
Wed Oct 26 01:59:51 GMT 2022,13,1374468
Wed Oct 26 01:59:52 GMT 2022,13,1372305
Wed Oct 26 01:59:54 GMT 2022,13,1371056
Wed Oct 26 01:59:55 GMT 2022,13,1371004
Wed Oct 26 01:59:56 GMT 2022,13,1370928
Wed Oct 26 01:59:58 GMT 2022,13,1372493
Wed Oct 26 01:59:59 GMT 2022,12,1371048
Wed Oct 26 02:00:01 GMT 2022,12,1371156
Wed Oct 26 02:00:02 GMT 2022,12,1371452
Wed Oct 26 02:00:03 GMT 2022,12,1373029
Wed Oct 26 02:00:05 GMT 2022,13,1371580
Wed Oct 26 02:00:06 GMT 2022,13,1371528
Wed Oct 26 02:00:08 GMT 2022,13,1371624
Wed Oct 26 02:00:09 GMT 2022,13,1373329
Wed Oct 26 02:00:10 GMT 2022,13,1371744
Wed Oct 26 02:00:12 GMT 2022,13,1371732
Wed Oct 26 02:00:13 GMT 2022,13,1371956
Wed Oct 26 02:00:14 GMT 2022,13,1373525
Wed Oct 26 02:00:16 GMT 2022,12,1371936
Wed Oct 26 02:00:17 GMT 2022,12,1371920
