datetime,cpu,mem
Wed Oct 26 16:00:23 GMT 2022,39,1331186
Wed Oct 26 16:00:24 GMT 2022,-92.3,1330751
Wed Oct 26 16:00:26 GMT 2022,-92.3,1366413
Wed Oct 26 16:00:27 GMT 2022,-92.3,1366631
Wed Oct 26 16:00:28 GMT 2022,-92.3,1369782
Wed Oct 26 16:00:30 GMT 2022,38,1375386
Wed Oct 26 16:00:31 GMT 2022,38,1370514
Wed Oct 26 16:00:32 GMT 2022,38,1370579
Wed Oct 26 16:00:34 GMT 2022,38,1372037
Wed Oct 26 16:00:35 GMT 2022,41,1352193
Wed Oct 26 16:00:36 GMT 2022,41,1349223
Wed Oct 26 16:00:38 GMT 2022,41,1349311
Wed Oct 26 16:00:39 GMT 2022,41,1351016
