datetime,cpu,mem
Wed Oct 26 15:27:30 GMT 2022,4.1,1309237
Wed Oct 26 15:27:31 GMT 2022,5.1,1307510
Wed Oct 26 15:27:33 GMT 2022,5.1,1326551
Wed Oct 26 15:27:34 GMT 2022,5.1,1326833
Wed Oct 26 15:27:35 GMT 2022,5.1,1328186
Wed Oct 26 15:27:36 GMT 2022,5.1,1337176
Wed Oct 26 15:27:38 GMT 2022,39,1337865
Wed Oct 26 15:27:39 GMT 2022,39,1333115
Wed Oct 26 15:27:40 GMT 2022,39,1333409
Wed Oct 26 15:27:41 GMT 2022,39,1351482
Wed Oct 26 15:27:43 GMT 2022,31,1351228
Wed Oct 26 15:27:44 GMT 2022,31,1384854
Wed Oct 26 15:27:45 GMT 2022,31,1350533
Wed Oct 26 15:27:47 GMT 2022,31,1354469
