datetime,cpu,mem
Wed Oct 26 15:22:12 GMT 2022,3.5,1323179
Wed Oct 26 15:22:14 GMT 2022,0.8,1321451
Wed Oct 26 15:22:15 GMT 2022,0.8,1322657
Wed Oct 26 15:22:16 GMT 2022,0.8,1322431
Wed Oct 26 15:22:17 GMT 2022,0.8,1328947
Wed Oct 26 15:22:18 GMT 2022,0.8,1331492
Wed Oct 26 15:22:20 GMT 2022,39,1327758
Wed Oct 26 15:22:21 GMT 2022,39,1328887
Wed Oct 26 15:22:22 GMT 2022,39,1323118
Wed Oct 26 15:22:24 GMT 2022,39,1325108
Wed Oct 26 15:22:25 GMT 2022,34,1323633
Wed Oct 26 15:22:26 GMT 2022,34,1323760
Wed Oct 26 15:22:27 GMT 2022,34,1323908
Wed Oct 26 15:22:29 GMT 2022,34,1342586
