Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
60,2442084,63,1804633,224403,65,31
162,2443196,166,1455735,0,169,22
263,2444952,273,1313989,0,284,26
363,2446076,372,1405338,0,384,22
465,2447000,476,1075514,0,487,19
564,2445196,572,1452356,0,583,29
665,2445520,674,1611988,31758,682,31
765,2450524,776,2612830,1032600,780,54
866,2452344,874,2388439,808209,882,58
965,2449888,969,3984320,2404090,972,61
1066,2449888,1072,3936600,2356370,1079,47
1168,2450972,1178,3776094,2195864,1183,50
1267,2451520,1271,3363754,1783524,1274,50
1368,2451520,1372,3601955,2021725,1375,46
1469,2451324,1472,3200375,1620145,1475,50
1569,2451324,1573,3359107,1778877,1576,49
1671,2451796,1682,3697517,2117287,1685,52
1770,2452196,1773,3395872,1815642,1777,41
1872,2452124,1883,3352558,1772328,1892,52
1974,2452372,1984,3833748,2253518,1992,52
2072,2452620,2076,3598898,2018668,2079,44
2173,2453416,2176,3121130,1540900,2180,51
2274,2453912,2277,3332435,1752205,2280,45
2374,2454652,2378,3361404,1781174,2381,51
2475,2455440,2478,3645857,2065627,2481,47
2576,2458468,2579,3661960,2081730,2582,50
2676,2460820,2679,3789553,2209323,2683,53
2776,2461108,2780,3586032,2005802,2784,54
2878,2461944,2886,4183209,2602979,2894,61
2978,2462024,2988,2879191,1298961,2996,48
3079,2462768,3088,2419238,839008,3097,42
3180,2463264,3189,2654298,1074068,3198,42
3281,2463512,3290,2293728,713498,3300,47
3380,2464016,3388,3252108,1671878,3396,52
3482,2464260,3491,3200690,1620460,3500,50
3582,2464468,3592,2704603,1124373,3603,55
3683,2461836,3691,3319889,1739659,3699,52
3784,2461960,3796,2709328,1129098,3808,51
3885,2461720,3896,2826915,1246685,3909,50
3984,2465976,3993,1917447,337217,4000,46
4085,2465976,4096,2649818,1069588,4106,47
4185,2465976,4195,1775953,195723,4204,48
4286,2465976,4296,2914626,1334396,4307,50
4387,2466472,4397,1601253,21023,4404,44
4487,2466472,4496,3148978,1568748,4506,48
4588,2466420,4599,2330408,750178,4610,48
4688,2466752,4697,3206534,1626304,4702,53
4787,2466944,4790,3036284,1456054,4793,56
4887,2474660,4892,4092576,2512346,4895,66
4989,2481056,4993,3967274,2387044,4997,71
5090,2471024,5099,3997705,2417475,5113,77
5192,2478912,5207,3564451,1984221,5219,81
5293,2480588,5296,5263393,3683163,5300,84
5394,2481268,5403,4689831,3109601,5413,83
5497,2485364,5505,3877983,2297753,5513,84
5597,2479956,5606,3622872,2042642,5614,89
5697,2473128,5706,3360015,1779785,5714,67
5797,2469612,5801,2773041,1192811,5807,60
5898,2474248,5906,3463039,1882809,5915,68
6000,2470012,6010,3255412,1675182,6021,62
6100,2471628,6109,3583911,2003681,6117,64
6201,2472108,6210,2238414,658184,6220,41
6302,2470404,6312,2566593,986363,6322,50
6401,2470604,6411,3209325,1629095,6421,47
6503,2470816,6514,2464690,884460,6522,50
6602,2470280,6610,3028636,1448406,6618,45
6703,2470124,6716,2586252,1006022,6723,48
6804,2470496,6812,2834130,1253900,6819,42
6905,2470496,6917,1410582,0,6927,42
7005,2470496,7017,2760074,1179844,7030,44
7106,2470496,7115,2657953,1077723,7123,46
7205,2470364,7209,2635475,1055245,7214,35
7305,2470364,7309,1775638,195408,7312,39
7406,2470168,7410,2347341,767111,7418,47
7509,2470168,7520,2672414,1092184,7532,49
7609,2470416,7619,2956858,1376628,7630,46
7710,2470416,7720,2507571,927341,7730,41
7810,2470768,7820,2690990,1110760,7831,43
7911,2470712,7921,2437484,857254,7931,48
8011,2474856,8019,3143655,1563425,8027,42
8112,2473340,8123,1890923,310693,8132,37
8211,2471772,8220,2676926,1096696,8228,47
8312,2474076,8319,3477663,1897433,8327,62
8412,2478112,8420,3371163,1790933,8428,58
8513,2472264,8522,2906452,1326222,8531,58
8614,2472248,8624,2531800,951570,8633,44
8713,2472636,8717,2764708,1184478,8720,41
8814,2472616,8818,2607209,1026979,8823,50
8914,2470472,8917,3331451,1751221,8920,52
9015,2470472,9018,3178995,1598765,9021,52
9117,2470720,9124,2648356,1068126,9131,49
9216,2470968,9225,2356124,775894,9232,48
9316,2470772,9320,2510150,929920,9323,44
9416,2470772,9420,2737936,1157706,9423,41
9516,2470772,9519,2836614,1256384,9524,45
9617,2470772,9620,1992542,412312,9623,42
9720,2470920,9728,3004306,1424076,9736,51
9820,2472148,9831,2265372,685142,9840,45
9922,2472148,9932,3190056,1609826,9942,45
10021,2472148,10029,2915790,1335560,10039,45
10122,2472148,10134,2623395,1043165,10142,40
10222,2472364,10226,2464471,884241,10229,42
10323,2472612,10327,2199373,619143,10330,40
10423,2473108,10427,2279249,699019,10430,44
10525,2473108,10534,2146725,566495,10538,43
10624,2473324,10627,2946044,1365814,10629,41
10725,2473424,10728,2589458,1009228,10731,48
10825,2472760,10828,2503958,923728,10831,41
10926,2473008,10929,2336076,755846,10932,43
11026,2473008,11030,2422023,841793,11033,44
11127,2473500,11130,2830495,1250265,11137,50
11228,2473152,11238,2597101,1016871,11248,47
11329,2472564,11341,3117103,1536873,11344,47
11428,2472564,11431,2827422,1247192,11434,40
11528,2471192,11532,2814756,1234526,11535,48
11630,2461784,11633,2500534,920304,11636,39
