Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
9,2585036,12,3045473,1726616,16,50
109,2596700,113,3475592,2156735,116,54
210,2590500,214,3551645,2232788,218,41
310,2602252,313,2431989,1113132,317,51
410,2609076,413,3499398,2180541,416,33
511,2612636,514,2426375,1107518,517,37
612,2615200,616,2270027,951170,621,44
712,2616864,715,2121512,802655,718,36
813,2616648,815,1926937,608080,819,33
913,2617088,916,2291144,972287,918,33
1014,2617088,1017,2226613,907756,1019,31
1114,2617088,1116,1756325,437468,1119,24
1214,2617336,1217,2472953,1154096,1220,36
1315,2617336,1317,2341629,1022772,1320,36
1416,2617832,1418,2193320,874463,1421,32
1516,2617976,1518,2321293,1002436,1521,34
1616,2618224,1620,2368840,1049983,1622,34
1717,2616512,1719,2635222,1316365,1723,36
1817,2616744,1820,2222294,903437,1823,31
1921,2616536,1934,1774065,455208,1945,35
2020,2616536,2030,2329932,1011075,2041,34
2118,2616536,2121,2147742,828885,2123,29
2220,2616536,2227,2380123,1061266,2233,36
2321,2616760,2331,2275335,956478,2340,36
2420,2616904,2423,2349305,1030448,2425,29
2522,2616928,2532,2011789,692932,2542,34
2622,2616928,2631,2404984,1086127,2641,36
2721,2616928,2724,2283974,965117,2726,28
2821,2616732,2824,2256763,937906,2827,34
2922,2616732,2926,2007278,688421,2932,33
3024,2616732,3033,2236340,917483,3041,33
3123,2616732,3126,2394082,1075225,3128,30
3224,2617020,3227,2278480,959623,3230,36
3274,2617020,3277,2078610,759753,3280,34
3375,2617080,3377,3183000,1864143,3380,46
3475,2617160,3478,2384355,1065498,3480,34
3576,2617408,3578,2278273,959416,3581,33
3676,2617408,3678,2343892,1025035,3681,34
3776,2617460,3779,2334165,1015308,3781,32
3877,2617460,3879,2006604,687747,3882,27
3978,2617460,3981,2613711,1294854,3984,37
4079,2615944,4082,2290763,971906,4084,33
4181,2616440,4192,2127933,809076,4204,34
4281,2615340,4291,2636778,1317921,4307,35
4382,2615284,4392,2357144,1038287,4401,37
4480,2615172,4483,2142041,823184,4486,28
4583,2615172,4599,2176716,857859,4604,32
4683,2615172,4692,2159819,840962,4700,32
4782,2624788,4784,2678329,1359472,4787,36
4883,2632324,4885,2301252,982395,4887,36
4983,2636480,4985,2446917,1128060,4988,37
5083,2616228,5086,2871922,1553065,5089,42
5184,2612560,5187,2675651,1356794,5191,45
5286,2608836,5288,2142217,823360,5292,35
5385,2608516,5388,2138999,820142,5391,30
5486,2608428,5488,2295312,976455,5491,36
5586,2608428,5589,2702685,1383828,5592,36
5687,2608428,5690,1804173,485316,5693,32
5787,2608428,5789,2084678,765821,5792,31
5888,2608428,5896,2334165,1015308,5905,32
5990,2608232,5999,2223676,904819,6009,31
6090,2608232,6099,2591320,1272463,6106,35
6190,2608036,6200,2218533,899676,6210,34
6291,2608284,6300,2255061,936204,6310,36
6391,2608252,6400,2322670,1003813,6409,35
6492,2608304,6502,2552092,1233235,6511,35
6591,2608304,6594,2259786,940929,6597,30
6692,2608240,6695,2063240,744383,6700,32
6793,2608488,6798,1939213,620356,6805,36
6894,2606384,6900,2619060,1300203,6905,39
6995,2606384,7004,2122688,803831,7011,31
7094,2606620,7096,2057529,738672,7100,34
7194,2606424,7197,1881750,562893,7200,29
7294,2606548,7296,2183887,865030,7299,30
7395,2606556,7397,2242422,923565,7400,36
7496,2606440,7499,2009031,690174,7502,34
7596,2606688,7599,1763846,444989,7602,30
7697,2606492,7699,2280310,961453,7702,35
7798,2606492,7805,2263933,945076,7812,35
