Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
62,2648568,66,2829869,1013115,70,53
163,2654628,166,2739041,922287,169,43
263,2673308,266,3528546,1711792,270,50
363,2666244,366,3605861,1789107,369,51
465,2672580,473,3840124,2023370,480,40
565,2677784,579,2166369,349615,582,48
664,2677480,667,3284088,1467334,670,39
767,2677368,776,2681974,865220,781,33
867,2677852,873,2432577,615823,879,36
968,2677852,977,2387293,570539,982,38
1069,2678168,1077,2542391,725637,1081,36
1169,2677956,1175,1991469,174715,1186,26
1270,2677908,1280,1953649,136895,1282,31
1370,2678156,1373,1309932,0,1377,20
1470,2678396,1479,1446814,0,1483,33
1570,2679916,1578,2421561,604807,1586,33
1673,2680908,,,,,
