Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
59,2492476,62,3452319,1606882,65,41
161,2498632,165,2167784,322347,168,32
260,2509244,263,2887056,1041619,266,53
361,2515460,364,3063785,1218348,367,33
462,2518376,466,3133190,1287753,470,45
563,2520952,565,2965808,1120371,568,52
663,2521100,665,3687289,1841852,669,41
763,2521348,766,2210304,364867,769,29
863,2521388,866,2443185,597748,869,36
965,2521636,967,2296345,450908,970,33
1065,2521636,1067,2448886,603449,1070,35
1165,2521884,1167,2324732,479295,1170,34
1266,2522156,1269,1792349,0,1272,26
1367,2522964,1372,1601571,0,1377,33
1467,2524172,1469,1677950,0,1472,36
1568,2525368,1571,1968490,123053,,
