Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
81,2571736,0,3271141,1880709,4,40
181,2578332,85,3993721,2603289,88,55
283,2584200,185,3162664,1772232,188,50
382,2599340,286,4114057,2723625,290,55
484,2608408,386,3676267,2285835,390,61
584,2621640,488,4331510,2941078,492,62
684,2647184,588,4694540,3304108,592,75
786,2663940,688,5277494,3887062,699,87
885,2675144,793,5827299,4436867,798,92
986,2688504,893,5396272,4005840,897,91
1087,2634440,990,5363188,3972756,995,92
1187,2656056,1093,5731639,4341207,1099,91
1288,2659224,1197,4975648,3585216,1203,95
1388,2659924,1292,4298105,2907673,1297,64
1490,2660996,1391,2490195,1099763,1393,27
1590,2592352,1498,1223601,0,1504,21
1691,2596072,1598,1842969,452537,1603,43
1790,2597640,1701,2364901,974469,1706,31
1891,2599308,1796,2131139,740707,1802,35
1991,2601688,1894,2467459,1077027,1896,29
2092,2603672,1995,1671230,280798,1998,26
2192,2603920,2094,1583129,192697,2097,28
2292,2603920,2195,2359505,969073,2197,36
2393,2603920,2295,2501634,1111202,2298,36
2494,2603920,2396,2208871,818439,2400,34
2594,2604868,2496,2149211,758779,2499,31
2695,2604868,2596,2676860,1286428,2599,38
2795,2605240,2697,2166989,776557,2700,33
2895,2605412,2798,2794726,1404294,2800,41
2997,2605352,2898,2938128,1547696,2901,43
3098,2606396,3007,2302734,912302,3020,35
3199,2607140,3108,2150680,760248,3113,34
3299,2605572,3209,2245861,855429,3226,36
3400,2606028,3309,2853763,1463331,3314,38
3499,2606080,3409,2477567,1087135,3414,34
3599,2606328,3502,1970946,580514,3504,30
3700,2606328,3602,2300205,909773,3604,34
3800,2606380,3703,1999104,608672,3706,35
3901,2605968,3804,2554969,1164537,3806,37
4001,2606452,3904,2340398,949966,3906,34
4101,2606452,4004,2508510,1118078,4007,36
4202,2606452,4104,2433077,1042645,4107,34
4303,2606452,4205,2335253,944821,4208,34
4403,2606752,4306,2249793,859361,4309,31
4503,2616416,4406,2157687,767255,4409,31
4603,2605128,4505,2769190,1378758,4508,41
4704,2605128,4606,2728520,1338088,4608,43
4804,2605172,4707,2219044,828612,4709,34
4905,2599456,4807,2301252,910820,4810,35
5005,2598004,4907,2823907,1433475,4910,43
5106,2600036,5008,2579830,1189398,5010,39
5206,2597488,5108,2556938,1166506,5111,37
5308,2597776,5209,2080948,690516,5213,31
5407,2597776,5318,2521969,1131537,5324,35
5511,2594052,5410,2433371,1042939,5413,34
5610,2593972,5523,2135486,745054,5533,33
5709,2594212,5619,2638159,1247727,5625,36
5809,2594448,5712,2133108,742676,5715,31
5910,2592756,5813,2065994,675562,5818,29
6011,2592736,5913,2508804,1118372,5916,38
6111,2592736,6015,2056000,665568,6018,28
6212,2592736,6115,2294407,903975,6119,37
6312,2592736,6215,1881750,491318,6217,32
6413,2592540,6315,2276804,886372,6318,33
6513,2592540,6416,2177891,787459,6419,31
6614,2592540,6516,2339866,949434,6519,32
6715,2592540,6616,2076335,685903,6620,31
6816,2592712,6718,2141073,750641,6721,30
6918,2592916,6819,1983124,592692,6822,33
7019,2592936,6920,2712711,1322279,6924,38
7122,2592960,7028,2547124,1156692,7034,32
7219,2592960,7132,2259786,869354,7135,32
7319,2592960,7222,1988057,597625,7226,33
7420,2592960,7322,2167283,776851,7325,30
7520,2593288,7423,2250681,860249,7426,33
7621,2593092,7523,2336380,945948,7526,36
7722,2593560,7624,2229170,838738,7627,31
7822,2593776,7725,2348505,958073,7727,35
7923,2593744,7825,2386912,996480,7827,33
8023,2593992,7925,2468046,1077614,7929,36
8124,2593796,8026,1859689,469257,8029,34
8224,2593796,8126,2243891,853459,8129,32
8325,2594044,8227,1909972,519540,8230,35
8425,2593900,8328,2050299,659867,8330,31
8525,2593900,8428,2520587,1130155,8431,37
8626,2591992,8530,1702297,311865,8536,36
8726,2592444,8628,2302377,911945,8631,38
8827,2592368,8729,2416768,1026336,8733,35
8927,2592392,8829,2319825,929393,8833,34
9027,2592392,8930,2543186,1152754,8933,36
9128,2590680,9030,2728433,1338001,9033,39
9229,2590680,9132,2943718,1553286,9134,46
9329,2590736,9231,2424438,1034006,9234,31
9430,2590952,9332,2204809,814377,9335,34
9530,2590952,9432,2443121,1052689,9435,32
9630,2591200,9533,2472953,1082521,9535,35
9731,2591200,9633,2082770,692338,9636,31
9833,2590820,9739,2311479,921047,9744,36
9932,2591024,9842,2519913,1129481,9845,34
10034,2591024,9935,2170428,779996,9941,31
10133,2590828,10043,2257138,866706,10047,34
10234,2591324,10136,1593599,203167,10139,29
10334,2593032,10236,2036160,645728,10239,35
10435,2594572,10338,2231520,841088,10341,33
10535,2594572,10437,2374329,983897,10440,34
10638,2594572,10538,2040252,649820,10541,32
10736,2594572,10649,2083799,693367,10654,34
10837,2593284,10739,2288645,898213,10742,31
10937,2593776,10840,2195056,804624,10843,32
