Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
8,2593388,10,2153142,1189737,13,25
87,2597032,96,3101651,2138246,105,52
189,2600020,193,3571566,2608161,197,69
290,2617132,294,4887872,3924467,298,59
390,2645776,395,4286433,3323028,399,68
491,2666772,495,4207562,3244157,499,53
593,2670436,597,4372561,3409156,602,70
693,2669888,697,5290072,4326667,708,89
794,2690924,798,5900905,4937500,802,89
897,2705772,915,5633491,4670086,920,93
996,2711704,1000,5043149,4079744,1004,92
1097,2711368,1101,6068290,5104885,1117,98
1197,2706592,1201,5541450,4578045,1205,97
1298,2709820,1303,6176189,5212784,1315,96
1397,2710664,1400,4677715,3714310,1404,64
1498,2635456,1503,4449202,3485797,1506,55
1599,2566052,1601,2321087,1357682,1604,39
1699,2568284,1702,2169546,1206141,1705,32
1802,2569476,1806,2608891,1645486,1811,38
1900,2569768,1903,2788057,1824652,1906,40
2001,2571552,2003,2425907,1462502,2007,37
2101,2571800,2104,2287237,1323832,2106,36
2202,2572048,2205,2411861,1448456,2208,35
2302,2572596,2305,2325025,1361620,2308,33
2402,2572596,2406,2248124,1284719,2409,33
2503,2572596,2505,2379949,1416544,2509,32
2603,2573096,2606,2465990,1502585,2608,33
2703,2574308,2707,2606335,1642930,2709,39
2804,2574948,2808,2592582,1629177,2810,39
2905,2575620,2907,2993813,2030408,2910,45
3006,2577980,3008,2258732,1295327,3011,29
3106,2576828,3109,2319825,1356420,3113,34
3207,2568448,3209,2268165,1304760,3212,33
3307,2568448,3310,2325820,1362415,3313,32
3408,2568252,3410,2202840,1239435,3413,34
3508,2568056,3511,2312948,1349543,3515,37
3608,2568420,3611,2145479,1182074,3615,34
3709,2568028,3711,2320913,1357508,3714,30
3809,2568608,3812,2205103,1241698,3815,33
3911,2568936,3921,2458613,1495208,3927,36
4010,2568936,4013,2309216,1345811,4016,34
4110,2568936,4113,2445655,1482250,4116,33
4211,2569184,4214,2052562,1089157,4217,28
4312,2569184,4315,1836943,873538,4317,27
4412,2569184,4415,1815940,852535,4418,28
4513,2568988,4517,1989343,1025938,4520,34
4613,2567048,4617,2639247,1675842,4620,37
4714,2567048,4717,2112186,1148781,4720,30
4815,2567204,4818,2294582,1331177,4821,33
4915,2567272,4918,2186150,1222745,4921,34
5016,2567272,5018,2593376,1629971,5021,33
5116,2567924,5119,2339365,1375960,5122,34
5216,2568172,5219,2585118,1621713,5221,36
5317,2561508,5321,3168072,2204667,5323,48
5418,2560360,5421,2226578,1263173,5424,37
5518,2560176,5522,2216604,1253199,5525,31
5619,2559980,5622,2198385,1234980,5625,37
5720,2560136,5723,2301252,1337847,5725,34
5820,2559996,5823,2291376,1327971,5826,32
5921,2559840,5924,2240954,1277549,5927,33
6021,2560088,6024,2226613,1263208,6028,30
6122,2559892,6125,1905406,942001,6128,33
6223,2560140,6225,1619231,655826,6228,34
6324,2560388,6327,2499077,1535672,6329,35
6424,2560388,6427,2418675,1455270,6430,36
