datetime,cpu,mem
Wed Oct 26 18:15:17 GMT 2022,19,1370483
Wed Oct 26 18:15:19 GMT 2022,4.7,1375453
Wed Oct 26 18:15:20 GMT 2022,4.7,1386091
Wed Oct 26 18:15:21 GMT 2022,4.7,1382832
Wed Oct 26 18:15:22 GMT 2022,4.7,1383024
Wed Oct 26 18:15:23 GMT 2022,4.7,1384588
Wed Oct 26 18:15:25 GMT 2022,41,1373738
Wed Oct 26 18:15:26 GMT 2022,41,1373971
Wed Oct 26 18:15:27 GMT 2022,41,1374204
Wed Oct 26 18:15:28 GMT 2022,41,1389565
Wed Oct 26 18:15:30 GMT 2022,37,1388520
Wed Oct 26 18:15:31 GMT 2022,37,1389178
Wed Oct 26 18:15:32 GMT 2022,37,1389230
Wed Oct 26 18:15:34 GMT 2022,37,1389803
Wed Oct 26 18:15:35 GMT 2022,36,1388537
Wed Oct 26 18:15:36 GMT 2022,36,1388677
Wed Oct 26 18:15:38 GMT 2022,36,1388897
Wed Oct 26 18:15:39 GMT 2022,36,1389958
Wed Oct 26 18:15:41 GMT 2022,34,1388469
