datetime,cpu,mem
Wed Oct 26 19:46:30 GMT 2022,31,1404682
Wed Oct 26 19:46:32 GMT 2022,0,1340375
Wed Oct 26 19:46:33 GMT 2022,0,1404990
Wed Oct 26 19:46:34 GMT 2022,0,1406098
Wed Oct 26 19:46:36 GMT 2022,0,1407795
Wed Oct 26 19:46:37 GMT 2022,-10.7,1399221
Wed Oct 26 19:46:38 GMT 2022,-10.7,1397741
Wed Oct 26 19:46:40 GMT 2022,-10.7,1397897
Wed Oct 26 19:46:41 GMT 2022,-10.7,1399564
Wed Oct 26 19:46:42 GMT 2022,37,1378005
Wed Oct 26 19:46:44 GMT 2022,37,1378125
Wed Oct 26 19:46:45 GMT 2022,37,1378097
Wed Oct 26 19:46:47 GMT 2022,37,1378803
Wed Oct 26 19:46:48 GMT 2022,0,1377237
Wed Oct 26 19:46:50 GMT 2022,0,1377333
Wed Oct 26 19:46:52 GMT 2022,0,1378395
Wed Oct 26 19:46:53 GMT 2022,39,1377043
Wed Oct 26 19:46:55 GMT 2022,39,1377021
Wed Oct 26 19:46:57 GMT 2022,39,1378191
