Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
76,2634664,81,3648174,2257989,87,61
177,2614424,179,3329633,1939448,182,52
277,2635676,281,3706123,2315938,285,65
378,2649360,382,4818314,3428129,385,65
478,2660908,481,4169448,2779263,486,56
579,2668884,583,3540416,2150231,591,58
679,2674096,681,4067990,2677805,684,67
779,2679800,782,3430352,2040167,785,37
879,2685380,886,3268258,1878073,892,45
981,2690576,988,3125813,1735628,993,50
1081,2696080,1087,3031133,1640948,1092,44
1182,2701536,1196,2819762,1429577,1203,45
1283,2706992,1289,2762107,1371922,1295,39
1382,2712532,1386,4016406,2626221,1389,68
1483,2708304,1486,4668711,3278526,1489,61
1583,2684012,1585,3545737,2155552,1588,50
1683,2596132,1686,3428165,2037980,1689,49
