Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
4,2549328,8,2377479,1213958,12,40
80,2565664,84,3788432,2624911,91,58
180,2576500,184,3134571,1971050,188,47
281,2579384,284,3771948,2608427,289,52
381,2579508,384,3560958,2397437,387,63
481,2591696,485,4366392,3202871,489,56
582,2599624,586,3740885,2577364,591,60
682,2607008,685,4472942,3309421,687,72
782,2612760,784,4360136,3196615,787,35
883,2618184,886,2530695,1367174,889,38
985,2622276,991,2925050,1761529,999,48
1085,2626492,1093,2780473,1616952,1100,43
1186,2630460,1193,2729989,1566468,1200,41
1286,2634088,1294,2530695,1367174,,
