Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
29,2507812,38,3198602,1854478,45,58
129,2516212,132,3691696,2347572,136,50
178,2504724,181,3226107,1881983,184,37
280,2527640,284,3210091,1865967,288,53
380,2555056,384,3598451,2254327,386,58
480,2566824,484,4615462,3271338,488,57
581,2566136,585,4602971,3258847,590,74
681,2568436,684,3815937,2471813,686,47
781,2537764,784,3008447,1664323,787,33
881,2537764,884,2049166,705042,887,34
982,2538464,985,2531195,1187071,988,35
1085,2538516,1106,2177803,833679,1117,35
1185,2538516,1196,2241279,897155,1207,36
1287,2538636,1298,2071760,727636,1309,35
1386,2538900,1396,2100489,756365,1408,30
1488,2539476,1498,2523525,1179401,1501,36
1585,2537828,1588,2179360,835236,1591,33
1686,2537828,1689,2341335,997211,1691,34
1787,2537880,1789,2078610,734486,1792,32
1887,2537880,1890,1748819,404695,1892,29
1988,2538100,1990,1488676,144552,1993,34
2088,2538100,2090,2146351,802227,2093,37
2188,2538100,2191,2170721,826597,2194,32
2290,2537904,2292,1992475,648351,2295,32
2390,2537744,2393,2583649,1239525,2397,36
2491,2537956,2494,1916622,572498,2497,32
2592,2537956,2594,2170721,826597,2597,33
2693,2537760,2701,2144064,799940,2708,32
2794,2538496,2803,3088493,1744369,2812,48
2895,2538496,2903,2659757,1315633,2911,40
2996,2538992,3006,2193614,849490,3014,33
3095,2538796,3097,2429052,1084928,3100,32
3196,2538796,3205,1990000,645876,3213,28
3297,2538600,3305,2199402,855278,3313,33
3397,2538704,3405,1849536,505412,3412,24
3498,2539016,3507,2279361,935237,3514,34
3597,2539016,3600,1646766,302642,3605,30
3697,2538820,3700,2253292,909168,3703,36
3797,2538872,3800,2378861,1034737,3803,30
3898,2539680,3901,2132453,788329,3904,33
3999,2539484,4001,1716236,372112,4005,32
4099,2539484,4102,2384281,1040157,4104,32
4199,2539700,4202,2009247,665123,4205,31
4300,2538452,4303,2431608,1087484,4305,31
4400,2538356,4403,1942366,598242,4406,28
4500,2538432,4503,2088118,743994,4506,30
4601,2538432,4604,1997464,653340,4607,27
4702,2550940,4704,2629520,1285396,4707,40
4802,2559152,4805,3054525,1710401,4808,44
