Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
5,2607800,8,3110798,1591725,12,48
81,2615264,84,3558401,2039328,88,54
181,2593316,184,3609386,2090313,187,49
282,2616260,287,3551525,2032452,291,61
382,2631576,385,3658195,2139122,388,56
483,2601232,486,3741299,2222226,490,45
583,2611636,587,4060394,2541321,592,65
684,2604664,687,3484263,1965190,689,28
784,2604768,787,2193700,674627,790,26
884,2604820,887,2156381,637308,889,32
987,2605068,996,2314123,795050,1005,34
1088,2605268,1097,2124005,604932,1109,37
1188,2605384,1198,2380977,861904,1208,39
1289,2605436,1298,2274541,755468,1303,28
1387,2606160,1389,2552205,1033132,1396,42
1488,2606532,1491,2358613,839540,1493,32
1588,2606748,1591,2316386,797313,1594,32
1689,2606552,1692,2179360,660287,1694,32
1789,2606852,1792,2236721,717648,1795,37
1890,2606656,1893,1962789,443716,1895,29
1991,2606876,1993,2149211,630138,1996,28
2091,2607124,2094,2002371,483298,2097,31
2192,2607000,2194,2460583,941510,2197,33
2292,2607000,2294,2380623,861550,2297,31
2393,2605288,2396,1830289,311216,2399,33
2493,2605336,2496,2504861,985788,2499,31
2593,2605584,2595,2159927,640854,2598,32
2694,2606028,2696,2077510,558437,2699,31
2794,2606080,2797,2616355,1097282,2799,40
2895,2605884,2898,3043917,1524844,2901,44
2997,2605756,3006,2065934,546861,3013,27
3101,2606004,3109,1924001,404928,3115,22
3197,2606068,3200,1620093,101020,3203,26
3297,2606316,3299,2271310,752237,3302,31
3397,2606564,3400,2138309,619236,3403,29
3498,2606368,3502,1871046,351973,3511,30
3600,2606616,3608,2107659,588586,3616,36
3699,2606616,3702,2014239,495166,3705,32
3800,2606616,3802,1834707,315634,3805,31
3900,2606616,3903,1864082,345009,3905,28
4000,2606864,4003,2341576,822503,4011,36
4102,2606884,4108,2570778,1051705,4115,37
4203,2607168,4211,2186530,667457,4219,31
4303,2607168,4312,2285443,766370,4321,33
4406,2607168,4415,2303221,784148,4425,36
4506,2607440,4514,2632959,1113886,4524,38
4606,2622356,4613,3048237,1529164,4622,46
4706,2629796,4715,2934103,1415030,4721,44
4807,2603668,4816,2567840,1048767,4825,38
4908,2601584,4911,2855232,1336159,4915,46
5009,2597840,5012,2492706,973633,5014,34
5109,2595632,5111,3141448,1622375,5114,42
5210,2595336,5212,2070340,551267,5215,33
5310,2595584,5313,2222381,703308,,
