Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
32,2659156,36,4161897,2756010,39,70
133,2675536,137,5613053,4207166,141,81
234,2658360,238,5675234,4269347,243,75
335,2675428,339,5633475,4227588,343,64
435,2682976,440,3856107,2450220,444,60
535,2701984,538,4117582,2711695,541,65
636,2708820,638,3536928,2131041,641,42
736,2708788,739,3237220,1831333,742,46
839,2709396,850,3479448,2073561,853,45
937,2709148,940,3196252,1790365,942,48
1039,2709964,1047,3348499,1942612,1052,49
1140,2644784,1151,2984293,1578406,1155,39
1239,2644644,1242,1968196,562309,1248,30
1339,2642404,1342,2665958,1260071,1345,36
1440,2642628,1444,1835196,429309,1460,28
1541,2642432,1550,2458613,1052726,1554,37
1641,2642432,1643,2392320,986433,1646,30
1741,2642316,1743,1799624,393737,1746,30
1841,2642316,1844,2403603,997716,1847,36
1942,2642316,1945,2122920,717033,1947,34
2042,2642316,2044,1863734,457847,2047,33
2092,2642560,2094,1569500,163613,2097,28
2192,2642364,2195,2028788,622901,2197,30
2293,2642304,2296,2035958,630071,2298,31
2393,2642212,2396,2267371,861484,2399,33
2494,2642676,2496,2317561,911674,2499,33
2594,2642700,2597,2382092,976205,2600,38
2695,2643192,2698,2513123,1107236,2701,38
2795,2643220,2798,2490144,1084257,2801,37
2897,2643220,2904,2930751,1524864,2911,44
2997,2643468,3005,2364608,958721,3012,35
3098,2643468,3106,2279742,873855,3112,34
3199,2643468,3207,2348505,942618,3212,32
3300,2643760,3308,2299783,893896,3313,35
3399,2643824,3407,2480124,1074237,3412,36
3501,2643628,3508,2249592,843705,3513,30
3600,2643848,3602,2240660,834773,3605,33
3700,2643652,3703,2448799,1042912,3706,33
3801,2642500,3804,2136638,730751,3806,34
3901,2642128,3904,2399990,994103,3907,31
4002,2642240,4004,2444273,1038386,4007,35
4102,2642240,4104,1916036,510149,4107,28
4202,2642044,4204,1850128,444241,4207,30
4302,2642568,4305,2107659,701772,4307,31
4403,2642568,4406,2077510,671623,4408,31
4503,2642568,4506,2326701,920814,4509,34
4604,2645692,4607,2253031,847144,4610,34
4704,2657844,4707,3009829,1603942,4710,44
4808,2641828,4818,2431902,1026015,4823,37
4907,2641880,4916,2498990,1093103,4922,35
5007,2639284,5015,2502015,1096128,5022,50
5108,2635524,5117,3023495,1617608,5122,36
5209,2635264,5218,2401546,995659,5223,32
5308,2635348,5310,1925176,519289,5313,27
5408,2635208,5410,1815219,409332,5413,33
5508,2635180,5511,2385824,979937,5515,32
5609,2635180,5612,2112186,706299,5617,29
5710,2634984,5713,2076041,670154,5715,32
5810,2634984,5813,2191057,785170,5815,30
5912,2634788,5920,2327288,921401,5924,35
6011,2634788,6015,2083597,677710,6018,32
6112,2635452,6115,1752664,346777,6117,27
6212,2635568,6215,2095288,689401,6218,32
6312,2635008,6315,2185062,779175,6318,30
6413,2633488,6416,2360582,954695,6419,37
6514,2633292,6516,2047862,641975,6519,28
6614,2633504,6617,2069165,663278,6619,30
6715,2633536,6717,2026144,620257,6720,28
6815,2633784,6818,1833050,427163,6821,29
6916,2633588,6921,2016711,610824,6927,27
7017,2633588,7033,2109922,704035,7036,32
7117,2633628,7119,2335840,929953,7122,35
7217,2633476,7220,2394082,988195,7223,35
7318,2633480,7320,2307378,901491,7323,32
7418,2633284,7420,2384649,978762,7423,36
7518,2633284,7521,2334165,928278,7527,32
7619,2633532,7622,2312654,906767,7625,35
7720,2633584,7725,2200196,794309,7731,34
7823,2633584,7836,2238803,832916,7847,34
7924,2633584,7936,1907669,501782,7948,38
8023,2633800,8034,2268664,862777,8045,35
8124,2633852,8133,2267920,862033,8141,37
8223,2634100,8230,2101877,695990,8237,32
8324,2634068,8342,2286912,881025,8345,34
8423,2634068,8426,2176129,770242,8429,27
8524,2633872,8526,2044981,639094,8529,33
8624,2633872,8626,2129170,723283,8629,30
8724,2634368,8727,2064639,658752,8730,30
8825,2634452,8828,2289675,883788,8831,35
8926,2634256,8930,2022397,616510,8933,36
9026,2632792,9029,2805248,1399361,9032,37
9127,2631064,9131,2533459,1127572,9134,38
9227,2630304,9230,2608598,1202711,9232,40
9327,2629868,9329,2458613,1052726,9332,32
9428,2629868,9432,2434546,1028659,9438,34
9528,2629868,9531,2667928,1262041,9534,38
9629,2629868,9636,2401252,995365,9642,35
9731,2630116,9740,2236755,830868,9743,34
9830,2630356,9833,2506247,1100360,9836,37
9930,2630356,9933,2346987,941100,9935,36
10030,2630356,10033,2242422,836535,10036,32
10131,2631752,10134,2488469,1082582,10138,37
10231,2632020,10234,2418443,1012556,10236,32
10332,2632244,10335,2170721,764834,10338,32
10432,2632492,10435,2206779,800892,10438,29
10533,2632492,10536,1779676,373789,10538,30
10633,2632492,10636,2228082,822195,10639,34
,,,,,,
