Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
64,2510248,73,1754529,451580,81,21
165,2510300,172,1652886,349937,178,24
265,2513924,274,2050299,747350,279,28
364,2514436,367,1697876,394927,370,29
466,2513232,468,1078190,0,471,11
565,2513972,568,1287973,0,571,24
666,2515376,669,1192204,0,671,32
766,2517124,769,2357144,1054195,772,35
866,2519724,870,2517149,1214200,872,33
968,2518872,971,2720456,1417507,975,34
1069,2518284,1076,867581,0,1081,16
1170,2518764,1177,746610,0,1184,12
1270,2519320,1276,606181,0,1283,14
1371,2519620,1379,463791,0,1387,9
1471,2519868,1480,618388,0,1488,20
1571,2519868,1579,636039,0,1586,11
1672,2520296,1680,319168,0,1687,6
1774,2520876,1781,279633,0,1789,7
1873,2521124,1882,681158,0,1892,12
1975,2521672,1985,288921,0,1995,10
2075,2519448,2084,967962,0,2091,21
2177,2519564,2184,291787,0,2190,9
2283,2519564,2305,174406,0,2322,15
2380,2519368,2393,588466,0,2405,9
2480,2519644,2493,616628,0,2504,12
2581,2519644,2593,681158,0,2604,13
2683,2519888,2699,496278,0,2712,9
2783,2520136,2800,1032493,0,2807,21
2882,2520136,2892,1352923,49974,2902,22
2984,2520384,2999,666818,0,3007,9
3085,2520384,3099,526609,0,3107,10
3187,2520188,3202,329436,0,3216,15
3286,2520236,3301,717009,0,3308,14
3392,2520288,3402,480781,0,3413,13
3489,2520288,3502,630968,0,3513,7
3591,2520532,3605,364051,0,3619,13
3690,2520780,3703,688329,0,3714,9
3791,2524648,3806,615625,0,3821,17
3892,2524828,3905,488726,0,3916,9
3990,2525324,4000,1149377,0,4011,20
4094,2525324,4110,242956,0,4122,10
4195,2525128,4213,242491,0,4228,15
4296,2525624,4313,367718,0,4329,13
4398,2525624,4414,284722,0,4426,10
4498,2525428,4513,413683,0,4529,18
4600,2525676,4620,168480,0,4640,12
4700,2525756,4718,241940,0,4733,13
4801,2525756,4818,275832,0,4835,17
4900,2525904,4915,545985,0,4927,19
5002,2525904,5018,495763,0,5029,22
5100,2526692,5110,1183065,0,5120,17
5204,2526692,5220,458728,0,5235,14
5302,2527004,5316,681158,0,5329,17
5401,2524704,5410,1356246,53297,5420,24
5503,2524948,5516,781540,0,5525,15
5605,2524948,5622,364435,0,5639,13
5704,2524764,5719,846071,0,5730,16
5807,2524656,5824,326312,0,5840,18
5906,2524460,5923,390700,0,5939,14
6007,2524460,6021,846071,0,6028,10
6110,2524708,6128,244281,0,6143,14
6210,2524760,6227,285267,0,6242,17
6311,2524760,6328,385824,0,6342,13
6410,2524760,6423,853241,0,6434,15
6512,2524760,6528,315156,0,6544,14
6612,2524760,6625,583479,0,6638,15
6713,2525240,6727,633110,0,6737,15
6813,2525240,6827,366361,0,6840,11
6915,2525240,6934,164939,0,6949,14
7015,2525292,7029,583479,0,7040,11
7115,2520784,7129,689054,0,7142,14
7215,2521032,7230,989472,0,7237,17
7317,2520892,7331,331714,0,7345,7
7415,2521140,7430,824560,0,7438,18
7515,2524604,7524,469248,0,7533,5
7616,2522108,7628,652478,0,7636,9
7718,2522288,7731,799073,0,7742,16
7818,2522536,7828,695499,0,7839,15
7918,2523032,7928,924942,0,7939,12
8018,2523280,8029,910601,0,8042,20
8119,2521124,8128,1082043,0,8139,16
8219,2521124,8231,717009,0,8243,13
8322,2521124,8335,788710,0,8345,12
8423,2521124,8440,269222,0,8458,13
8523,2521124,8538,537103,0,8550,16
8623,2521372,8640,268510,0,8655,8
8725,2521424,8741,416966,0,8756,16
8826,2521248,8842,443232,0,8856,14
8925,2521272,8942,234275,0,8958,12
9027,2521520,9043,483739,0,9054,13
9128,2521520,9143,597881,0,9158,12
9227,2521768,9239,580893,0,9251,14
9329,2521768,9346,425056,0,9357,14
9431,2521768,9448,351412,0,9464,15
9532,2522016,9551,209834,0,9567,12
9632,2521820,9648,430099,0,9662,18
9733,2522084,9752,200672,0,9766,12
9833,2522084,9849,364435,0,9863,15
9931,2522384,9942,767200,0,9952,9
10033,2522352,10048,473226,0,10056,8
10133,2522352,10148,713032,0,10156,12
10235,2522600,10249,431454,0,10262,12
10335,2522404,10349,537757,0,10357,9
10438,2522404,10455,223296,0,10472,18
10539,2522208,10560,289097,0,10576,12
10639,2522572,10656,340257,0,10670,17
10737,2520188,10746,1054003,0,10756,16
10839,2520436,10853,265939,0,10869,13
10941,2520436,10958,443270,0,10970,17
11039,2520640,11049,795880,0,11060,8
11142,2520444,11156,598440,0,11170,17
11241,2520444,11252,795880,0,11263,12
11343,2520940,11357,443843,0,11371,10
11443,2520940,11458,760029,0,11465,10
11544,2520940,11560,546299,0,11574,10
11646,2520940,11664,178495,0,11682,13
11746,2520880,11763,377568,0,11777,10
11848,2520880,11864,292844,0,11881,15
11950,2520980,11970,221940,0,11986,17
12049,2521476,12063,673246,0,12074,17
12149,2521476,12162,903431,0,12173,18
12250,2521476,12264,738519,0,12274,9
12351,2521476,12369,258528,0,12382,8
12453,2521280,12471,193128,0,12488,14
12554,2521280,12574,238896,0,12591,14
12655,2521280,12674,284461,0,12690,13
12757,2521352,12775,192110,0,12790,12
12856,2521352,12871,643324,0,12883,12
12957,2521352,12973,334886,0,12985,15
13058,2520764,13074,256587,0,13086,12
13158,2521076,13172,695499,0,13179,14
13260,2521200,13277,327391,0,13288,15
13308,2521200,13320,1022336,0,13334,26
13408,2519880,13418,889091,0,13428,14
13511,2519880,13525,540820,0,13538,13
13611,2519880,13625,804210,0,13638,15
13712,2519764,13725,573607,0,13735,10
13812,2519764,13825,552097,0,13837,10
13913,2519816,13928,800032,0,13943,17
14015,2519816,14033,287266,0,14048,11
14114,2520064,14128,853241,0,14136,15
14215,2520304,14230,648501,0,14237,12
14318,2520356,14336,293052,0,14352,13
14416,2520160,14432,340257,0,14447,12
14519,2520380,14538,182363,0,14553,14
14620,2520380,14638,283620,0,14653,15
14721,2520596,14741,258363,0,14760,17
14820,2520596,14836,581126,0,14849,20
14922,2520596,14940,366097,0,14953,17
15019,2520844,15030,1276276,0,15040,21
15120,2520844,15131,695499,0,15143,11
15222,2521340,15237,498700,0,15251,14
15323,2521144,15336,671485,0,15347,12
15422,2521392,15432,573607,0,15443,8
15526,2521392,15540,215102,0,15548,6
15628,2521196,15641,376037,0,15648,9
15727,2521588,15741,743193,0,15754,13
15827,2521588,15843,169703,0,15857,8
15928,2521588,15941,630968,0,15953,14
16028,2520124,16041,540902,0,16052,21
16131,2520124,16150,255162,0,16164,14
16232,2520124,16250,378912,0,16264,11
16332,2520328,16348,326312,0,16362,14
16433,2520328,16451,279797,0,16467,15
16532,2520328,16548,479347,0,16562,18
16634,2520380,16649,219974,0,16661,8
16735,2520380,16752,209488,0,16768,13
16835,2520364,16851,462931,0,16865,16
16937,2520612,16954,364435,0,16970,14
17037,2520612,17052,351302,0,17067,14
17137,2520416,17150,695499,0,17158,13
17238,2520400,17252,401532,0,17265,10
17338,2520896,17351,709839,0,17362,12
17445,2520896,17467,104996,0,17486,11
17541,2520896,17557,407116,0,17572,13
17642,2521144,17659,306789,0,17675,12
17743,2521216,17762,221695,0,17781,16
18553,2519112,18579,102660,0,18595,11
21174,2519992,21199,112703,0,21215,12
23645,2520592,23662,205185,0,23677,11
26066,2521040,26086,216843,0,26098,11
28338,2521688,28361,126557,0,28380,11
30568,2522132,30591,51853,0,30610,7
32552,2520620,32579,31951,0,32602,4
34377,2520744,34393,41872,0,34406,4
35952,2515708,35977,38320,0,35992,5
37372,2515956,37391,55406,0,37404,5
38592,2515832,38619,27842,0,38640,4
39558,2516204,39581,44485,0,39594,4
40370,2516448,40386,68207,0,40400,4
40975,2516696,40994,115444,0,41011,7
41381,2517068,41408,56065,0,41426,6
41581,2517120,41604,123471,0,41623,13
41676,2517616,41692,326312,0,41707,13
41777,2517936,41791,939282,0,41798,17
41879,2518060,41893,446415,0,41907,13
41980,2518308,41994,636835,0,42008,17
42079,2518608,42095,583215,0,42109,15
42180,2518856,42195,807605,0,42207,12
42281,2519104,42295,702669,0,42305,10
42382,2519352,42396,609457,0,42405,13
42483,2519352,42496,724179,0,42506,13
42584,2519600,42599,731349,0,42607,12
42685,2519848,42699,476337,0,42713,11
42785,2520168,42799,602287,0,42807,10
42886,2520416,42900,462078,0,42908,12
42987,2520664,43002,280188,0,43015,9
43087,2520912,43101,731349,0,43108,12
43188,2521408,43203,432884,0,43217,12
43287,2519696,43297,996643,0,43308,14
43389,2519988,43403,752859,0,43413,14
43489,2520236,43502,454636,0,43515,7
43590,2520040,43603,788710,0,43614,17
43693,2520072,43709,332939,0,43723,16
43794,2519928,43810,371001,0,43825,11
43894,2519928,43912,295488,0,43928,10
43995,2519928,44009,616628,0,44016,12
44097,2519928,44113,255632,0,44129,14
44198,2520176,44216,300782,0,44232,17
44296,2519980,44315,284587,0,44330,10
44397,2520228,44411,889091,0,44418,14
44498,2520476,44511,684351,0,44518,13
44600,2520776,44614,434688,0,44627,10
44699,2520576,44713,638138,0,44723,12
44800,2520544,44813,638138,0,44824,12
44901,2520856,44914,912764,0,44922,18
45001,2520660,45008,326884,0,45015,11
45104,2520660,45123,188402,0,45140,16
45205,2520660,45224,233162,0,45241,15
45254,2521172,45270,567993,0,45281,18
45356,2521172,45375,205479,0,45392,16
45457,2521172,45475,268139,0,45491,18
45557,2520976,45573,426715,0,45590,17
45658,2521524,45677,229340,0,45694,13
45759,2521492,45776,275134,0,45789,14
45857,2521740,45874,306789,0,45894,14
45956,2520028,45965,1233256,0,45974,20
46059,2520124,46075,285638,0,46091,14
46162,2520124,46178,331094,0,46191,18
46264,2520412,46283,383920,0,46300,17
46363,2520412,46382,216843,0,46397,13
46465,2520660,46483,276886,0,46497,17
46564,2520660,46580,331603,0,46592,12
46666,2520800,46681,464348,0,46694,15
46766,2520624,46781,298771,0,46795,10
46867,2520872,46882,351302,0,46896,14
46967,2521088,46981,767200,0,46988,13
47069,2520892,47085,260489,0,47100,12
47170,2520892,47185,324466,0,47199,10
47270,2520892,47294,322654,0,47308,8
47370,2521104,47383,1061173,0,47394,16
47472,2521104,47489,415865,0,47497,8
47571,2521352,47585,971155,0,47595,17
47671,2521720,47683,774370,0,47694,16
47770,2521860,47780,619359,0,47791,13
47871,2521664,47882,665482,0,47893,14
47973,2521912,47989,860411,0,47996,11
48074,2521912,48088,783602,0,48098,20
48173,2521964,48183,967962,0,48193,16
48275,2521624,48289,982302,0,48296,16
48374,2521676,48384,564213,0,48393,11
48476,2521924,48491,553557,0,48504,15
48575,2522420,48588,896261,0,48595,14
48675,2520784,48685,865357,0,48694,16
48776,2520636,48787,438856,0,48798,12
48877,2520688,48886,849972,0,48896,12
48977,2520492,48988,703584,0,48997,19
49078,2520740,49087,781540,0,49098,16
49178,2520740,49188,803050,0,49198,16
49279,2520792,49289,824560,0,49299,16
49380,2520596,49390,803050,0,49401,12
49482,2520596,49496,874751,0,49505,19
49580,2520876,49591,838901,0,49601,13
49681,2521032,49691,767200,0,49701,15
49781,2520828,49791,752859,0,49801,12
49884,2520828,49898,613525,0,49911,15
49984,2521076,49998,910601,0,50005,15
50084,2521076,50098,498700,0,50113,13
50186,2521076,50202,731201,0,50215,17
50287,2521128,50303,269222,0,50317,9
50387,2521128,50401,752859,0,50408,14
50490,2521376,50506,352419,0,50521,16
50591,2521624,50608,317910,0,50624,17
50692,2521916,50710,331236,0,50727,16
50794,2521736,50816,298142,0,50833,22
50892,2521736,50908,370935,0,50924,10
50996,2521736,51013,268139,0,51026,14
51096,2521540,51111,302054,0,51127,15
51197,2521756,51215,333425,0,51232,19
51297,2522304,51315,423532,0,51337,17
51395,2520200,51408,1066226,0,51417,20
51498,2520200,51512,443843,0,51523,12
51600,2520500,51616,425227,0,51630,13
51701,2520624,51719,290764,0,51735,11
51803,2520472,51821,263476,0,51836,9
51904,2520720,51921,268139,0,51937,20
52004,2520524,52022,370732,0,52038,21
52105,2521020,52121,340257,0,52135,10
52204,2521020,52218,767200,0,52226,12
52308,2521020,52326,516859,0,52337,15
52407,2521020,52429,321753,0,52441,16
52508,2521020,52525,354201,0,52541,15
52610,2521020,52629,129959,0,52644,7
52711,2521228,52729,317104,0,52744,18
52811,2521156,52826,533609,0,52841,11
52911,2521404,52924,458886,0,52934,8
53012,2521900,53028,616628,0,53036,12
53112,2521900,53130,410134,0,53137,13
53212,2521704,53225,972908,0,53238,14
53313,2521952,53322,752859,0,53332,13
53415,2521756,53432,249523,0,53448,9
53517,2522004,53535,219174,0,53551,16
53617,2521416,53635,278899,0,53651,14
53716,2521788,53730,953622,0,53738,16
53817,2522056,53833,501272,0,53848,13
53916,2522304,53930,817390,0,53938,13
