Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
31,2577112,34,3560164,2258958,37,53
132,2586200,135,3459783,2158577,139,52
232,2582788,236,3222582,1921376,241,48
333,2589032,337,3946381,2645175,341,67
433,2604220,436,4673448,3372242,440,58
534,2606936,539,4587875,3286669,542,63
635,2582296,640,4125757,2824551,645,57
735,2592748,738,3745655,2444449,741,43
835,2593204,838,2906841,1605635,841,25
935,2593768,937,2784035,1482829,942,36
1036,2594308,1042,2143510,842304,1048,31
1137,2594308,1144,2179360,878154,1150,36
1238,2594360,1245,2423143,1121937,1250,33
1338,2594360,1345,2114829,813623,1350,32
1439,2594808,1449,1803890,502684,1458,34
1540,2594760,1548,2562139,1260933,1556,33
1640,2595008,1648,2114829,813623,1657,31
1743,2595008,1754,1849536,548330,1761,28
1789,2595256,1792,2286912,985706,1794,34
1890,2595060,1893,2451737,1150531,1896,32
1990,2595060,1993,2192232,891026,1996,33
2091,2595112,2093,2035958,734752,2096,30
2193,2594916,2202,1828026,526820,2210,30
2293,2594916,2301,2420793,1119587,2309,32
2394,2594916,2401,2228082,926876,2408,32
2494,2595132,2502,2294082,992876,2509,37
2597,2595308,2605,2645416,1344210,2610,42
2694,2595556,2701,2970334,1669128,2708,43
2797,2595556,2805,2683236,1382030,2811,38
2894,2596084,2897,2430314,1129108,2904,41
2995,2594620,2997,2586293,1285087,3000,39
3095,2594620,3098,2451443,1150237,3101,36
3196,2594672,3199,2334165,1032959,3202,35
3296,2594672,3302,2567046,1265840,3309,35
3398,2594444,3404,2078979,777773,3409,30
3500,2594536,3509,2050299,749093,3518,37
3601,2594536,3611,2693170,1391964,3620,37
3701,2594588,3710,2350181,1048975,3719,35
3800,2594836,3809,2414124,1112918,3819,32
3901,2594836,3910,2413036,1111830,3919,34
4001,2594836,4010,2222381,921175,4018,31
4101,2595084,4110,2071809,770603,4119,31
4202,2595084,4211,2179360,878154,4220,34
4302,2595408,4310,2107659,806453,4317,31
4403,2595312,4412,2157850,856644,4420,37
4503,2595544,4510,2122000,820794,4518,28
4604,2595544,4612,2157850,856644,4620,35
4704,2596160,4713,2556731,1255525,4720,37
4804,2612772,4812,2745798,1444592,4819,43
4905,2594656,4912,2724287,1423081,4919,39
5005,2594656,5014,2208041,906835,5022,34
5104,2589544,5109,2530695,1229489,5116,44
5207,2587804,5216,2775185,1473979,5222,35
5305,2587608,5308,2186530,885324,5310,30
5405,2587328,5408,2057469,756263,5413,32
5506,2586540,5511,2188500,887294,5517,32
5608,2584436,5619,2615267,1314061,5622,39
5707,2584436,5709,2084680,783474,5712,30
5807,2584488,5810,2242129,940923,5812,32
5907,2584600,5909,2034078,732872,5912,31
6008,2584404,6011,2124263,823057,6014,30
6108,2584648,6111,1955619,654413,6114,29
6209,2584452,6211,1977347,676141,6214,29
6309,2584096,6312,2012979,711773,6315,28
6410,2584280,6412,1895017,593811,6415,34
6510,2584392,6513,2005809,704603,6515,27
6611,2584488,6613,2035958,734752,6616,32
6712,2584540,6719,1871046,569840,6726,27
6814,2584344,6820,2071809,770603,6827,30
6914,2584396,6924,1342514,41308,6933,25
7014,2584644,7022,1788929,487723,7031,35
7115,2584644,7124,1461376,160170,7133,24
7215,2584448,7223,1749033,447827,7231,30
7316,2584748,7324,1639319,338113,7332,26
7417,2585060,7427,1431827,130621,7438,28
7517,2584924,7528,1367615,66409,7540,28
7619,2584924,7633,1328389,27183,7645,30
7719,2585472,7730,1993396,692190,7739,35
7819,2585472,7827,2253423,952217,7842,36
7918,2585472,7921,1628646,327440,7925,33
8019,2585276,8021,2161023,859817,8024,33
8119,2583708,8122,2427082,1125876,8124,36
8219,2583716,8222,2123969,822763,8224,31
8320,2583716,8322,1944717,643511,8325,26
8420,2583924,8423,1905428,604222,8425,27
8521,2583768,8524,1590160,288954,8528,0
8621,2583620,8625,1430448,129242,8628,33
8721,2583620,8725,1723348,422142,8728,38
8823,2583620,8826,1710082,408876,8829,42
8923,2583572,8927,1436544,135338,8930,38
9024,2583376,9027,2065364,764158,9030,40
9124,2583476,9127,1588658,287452,9131,35
9225,2582144,9229,1632145,330939,9233,40
9325,2582468,9328,1487600,186394,9332,42
9426,2582272,9429,1678211,377005,9433,39
9526,2582380,9530,1366507,65301,9533,36
9626,2582380,9630,1266474,0,9634,33
9727,2582380,9731,1117854,0,9736,36
9827,2582628,9832,1308587,7381,9835,33
9928,2582480,9931,1333478,32272,9934,28
10029,2582480,10033,1469509,168303,10037,37
10129,2582580,10134,1013162,0,10138,37
10230,2582716,10234,961602,0,10237,36
10330,2582124,10333,1476991,175785,10336,41
10430,2585064,10434,2074683,773477,10437,47
10531,2584616,10535,1697144,395938,10538,37
10632,2584864,10637,951145,0,10640,38
10732,2584964,10736,925279,0,10740,35
10832,2583452,10836,1711116,409910,10840,47
10933,2583304,10937,1016425,0,10940,36
11034,2583156,11038,1152315,0,11042,39
11135,2583676,11139,847243,0,11143,34
11235,2583832,11239,802213,0,11242,39
11335,2583840,11339,1178712,0,11343,38
11435,2584224,11439,1726656,425450,11442,38
11536,2583992,11540,1644477,343271,11543,38
11637,2584092,11641,1059577,0,11644,35
11738,2584340,11742,866308,0,11746,35
11838,2584292,11842,1552804,251598,11845,39
11938,2584144,11942,1600904,299698,11945,38
12039,2584392,12044,1328993,27787,12048,34
12140,2584492,12144,986340,0,12148,34
12241,2584500,12245,921350,0,12249,37
12342,2584560,12346,768607,0,12351,40
12442,2584692,12446,1256571,0,12449,36
12542,2585016,12546,1465225,164019,12549,34
12643,2585264,12647,1730518,429312,12650,41
12743,2585116,12747,1809389,508183,12750,39
12844,2584968,12848,1450884,149678,12852,37
12945,2585316,12948,1514687,213481,12952,38
13045,2585316,13050,1653616,352410,13053,38
13146,2585168,13150,1077106,0,13153,40
13247,2585020,13251,961277,0,13256,40
13348,2585516,13353,992909,0,13357,35
13449,2585708,13453,811084,0,13457,40
13550,2585696,13553,774457,0,13557,36
13649,2585696,13654,1561349,260143,13657,40
13750,2583724,13753,2067512,766306,13757,45
13850,2583676,13854,1707934,406728,13857,37
13951,2583900,13955,854122,0,13958,35
14052,2583908,14056,768779,0,14060,38
14153,2583760,14157,706814,0,14161,40
14253,2583564,14257,1326492,25286,14260,47
14354,2583572,14357,1927124,625918,14361,39
14455,2583504,14458,1517424,216218,14462,40
14556,2583724,14560,1460967,159761,14563,37
14656,2583724,14660,1001396,0,14664,35
14756,2583576,14760,994378,0,14764,35
14857,2583576,14861,1204512,0,14864,34
14958,2583528,14962,1024395,0,14965,37
15058,2583740,15063,876485,0,15066,37
15159,2583764,15163,900455,0,15166,36
15260,2586464,15264,1100554,0,15267,31
15382,2584320,15386,1166418,0,15389,30
15461,2584216,15465,1477347,176141,15469,35
15561,2584216,15565,1465898,164692,15569,38
15662,2584464,15665,1204047,0,15668,32
15762,2584564,15767,836962,0,15770,35
15863,2582788,15867,836520,0,15871,34
15963,2583076,15966,1390012,88806,15970,37
16064,2583324,16067,1652721,351515,16071,38
16165,2583624,16169,1216280,0,16173,30
16266,2583724,16270,1091287,0,16274,31
16366,2584096,16370,876155,0,16374,35
16467,2584808,16471,915804,0,16475,39
16567,2582600,16571,1696932,395726,16575,44
16668,2582600,16672,1086856,0,16675,34
16769,2582756,16774,1008322,0,16777,37
16869,2582696,16873,1075795,0,16877,37
16970,2582548,16974,890735,0,16977,37
17070,2582608,17073,1461113,159907,17077,37
17171,2582608,17174,1480340,179134,17178,37
17272,2582460,17275,1416108,114902,17279,32
17373,2582940,17377,1097591,0,17380,36
17472,2583040,17476,1789818,488612,17479,38
17574,2583164,17578,1162737,0,17581,37
17674,2583172,17678,1000920,0,17681,35
17775,2583272,17779,840787,0,17783,40
17876,2583560,17880,948847,0,17883,38
17977,2583560,17981,886013,0,17985,34
18078,2583412,18083,829628,0,18086,35
18178,2583700,18182,757916,0,18185,30
18279,2583700,18283,734138,0,18287,29
18380,2583704,18384,838705,0,18389,37
18481,2583972,18485,862087,0,18489,39
18582,2583908,18586,828413,0,18590,43
18683,2584404,18688,847531,0,18692,37
18783,2584256,18788,878103,0,18792,38
18884,2584108,18888,869849,0,18893,37
18985,2583960,18989,779019,0,18994,38
19086,2584280,19091,839474,0,19094,39
19187,2584712,19191,814727,0,19194,40
