Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
29,2575412,33,3107447,1625908,37,57
130,2571576,133,3661633,2180094,138,54
230,2585752,234,3743562,2262023,238,48
331,2585644,335,3254113,1772574,338,59
432,2598596,435,4100304,2618765,439,51
532,2608856,535,4254107,2772568,540,62
632,2616868,635,3767803,2286264,637,60
733,2626308,737,3299610,1818071,741,48
833,2587808,836,2373833,892294,842,37
933,2587852,936,2121444,639905,939,26
1034,2587656,1049,1271235,0,1064,27
1138,2587656,1150,1281146,0,1165,28
1237,2587708,1245,1559872,78333,1253,33
1337,2588004,1343,2212824,731285,1350,40
1439,2588272,1451,1517190,35651,1463,35
1489,2588520,1498,2733643,1252104,1507,43
1589,2588324,1596,2457437,975898,1603,32
1689,2588324,1697,1892557,411018,1706,29
1790,2588604,1798,2372953,891414,1806,34
1891,2588592,1899,1971428,489889,1907,32
1991,2588592,1998,2286912,805373,2005,32
2091,2588836,2098,2236721,755182,2105,32
2193,2588692,2200,2200871,719332,2208,33
2292,2588968,2300,2200871,719332,2313,31
2393,2589216,2400,1777835,296296,2407,32
2493,2588824,2502,2265401,783862,2508,31
2593,2589568,2600,2208041,726502,2606,33
2694,2589372,2701,2028788,547249,2707,32
2795,2590008,2803,2451824,970285,2808,36
2895,2590048,2901,2760138,1278599,2907,41
2995,2590296,3003,2286912,805373,3008,34
3097,2588780,3108,2286912,805373,3113,35
3196,2588832,3199,2585912,1104373,3202,39
3296,2588832,3299,2414855,933316,3302,35
3397,2588832,3399,2081781,600242,3402,35
3497,2588944,3500,1992299,510760,3502,32
3598,2589484,3600,1939755,458216,3603,32
3698,2589288,3702,1768104,286565,3706,36
3799,2588984,3801,2081604,600065,3804,33
3899,2589032,3901,1913604,432065,3904,37
4001,2589528,4009,2064639,583100,4018,35
4101,2589752,4108,2227201,745662,4116,29
4202,2589752,4209,2258231,776692,4217,30
4302,2589752,4309,2064639,583100,4317,33
4404,2589752,4417,2114829,633290,4420,38
4502,2589556,4505,2195761,714222,4511,37
4603,2604460,4605,2973979,1492440,4607,43
4702,2612864,4705,3196839,1715300,4707,45
4803,2589344,4806,2285443,803904,4808,32
4904,2586504,4909,2341629,860090,4916,34
5006,2583308,5015,2262495,780956,5024,44
5107,2583360,5116,3260609,1779070,5120,40
5205,2583156,5208,1986478,504939,5211,35
5306,2583156,5309,2257358,775819,5311,32
5406,2583156,5409,2377185,895646,5412,32
5506,2583156,5509,2084680,603141,5511,30
5607,2582912,5610,1468963,0,5613,33
5708,2580568,5711,2808980,1327441,5714,39
5808,2580768,5812,2289420,807881,5815,35
5909,2580584,5912,1767889,286350,5915,32
6012,2580584,6025,1607930,126391,6037,34
6112,2580584,6121,2786174,1304635,6128,38
6211,2580584,6218,2114829,633290,6225,27
6312,2580388,6320,2122000,640461,6327,35
6412,2580636,6420,1928407,446868,6427,29
6513,2580688,6520,2193700,712161,6527,32
6613,2580492,6620,2157850,676311,6627,32
6714,2580492,6721,2179360,697821,6728,33
6814,2580784,6821,1976687,495148,6827,29
6916,2580788,6926,1950332,468793,6930,34
7015,2580736,7017,1792757,311218,7020,35
7115,2580540,7118,2145851,664312,7120,35
7215,2580784,7218,2477273,995734,7223,34
7315,2581056,7318,2090675,609136,7321,29
7416,2581056,7419,2088118,606579,7421,29
7517,2581108,7520,2056000,574461,7523,32
7618,2581356,7621,1922657,441118,7623,31
7718,2581356,7720,2453706,972167,7723,29
7819,2581448,7822,1871046,389507,7824,31
7920,2581352,7922,1599048,117509,7925,26
8020,2581352,8023,2033727,552188,8026,31
8123,2581352,8139,1713653,232114,8151,37
8223,2581352,8235,2326616,845077,8248,40
8323,2579836,8332,2583649,1102110,8339,35
8424,2580092,8434,2112587,631048,8445,33
8524,2579896,8534,2562139,1080600,8539,38
8623,2579896,8626,2068636,587097,8629,30
8724,2579920,8726,2145891,664352,8730,35
8824,2579980,8827,1884918,403379,8830,35
8924,2579844,8927,2311473,829934,8929,34
9025,2579844,9029,2099020,617481,9036,29
9128,2578756,9137,2877123,1395584,9140,53
9226,2578560,9229,2893552,1412013,9232,38
9327,2578756,9330,2497678,1016139,9333,34
9427,2578560,9430,1783839,302300,9432,32
9528,2578560,9531,1565144,83605,9534,36
9628,2578848,9631,2123379,641840,9634,31
9728,2578764,9731,2188500,706961,9733,30
9829,2578512,9832,1699163,217624,9835,35
9930,2578436,9933,2110982,629443,9935,33
10030,2578904,10033,1701536,219997,10036,32
10132,2578956,10142,2223867,742328,10152,35
10233,2578956,10242,2255881,774342,10248,32
10333,2580836,10342,2351443,869904,10349,40
10433,2581332,10435,2228289,746750,10438,32
10533,2581332,10536,2260132,778593,10539,34
10633,2581332,10636,2233769,752230,10639,36
10734,2581080,10737,2374248,892709,10740,28
10834,2581660,10837,2144640,663101,10840,36
10935,2579952,10938,2671159,1189620,10940,38
11035,2579952,11038,2063170,581631,11040,31
11135,2580148,11138,2039217,557678,11140,31
11236,2580192,11239,2192232,710693,11241,32
11336,2580244,11339,2306953,825414,11341,33
11437,2580492,11440,2151229,669690,11442,33
11537,2580544,11540,2133402,651863,11542,29
11638,2580668,11641,1634088,152549,11645,30
11739,2580744,11742,2001819,520280,11747,37
11839,2580680,11842,2078523,596984,11845,30
11939,2581008,11942,2267920,786381,11944,33
12041,2580812,12049,2043129,561590,12059,33
12142,2580864,12150,2012979,531440,12158,28
12242,2580668,12251,1905791,424252,12259,35
12343,2580668,12352,2186530,704991,12358,27
12443,2581380,12449,1935577,454038,12457,28
12543,2581184,12551,2243891,762352,12558,36
12644,2581432,12651,2222381,740842,12658,30
12744,2583748,12752,2021618,540079,12759,31
12844,2581704,12846,1860645,379106,12855,26
12945,2581704,12954,2297727,816188,12958,36
13045,2581508,13047,2577861,1096322,13050,38
13145,2581560,13151,2527981,1046442,13158,38
13247,2581584,13256,2252581,771042,13266,34
13347,2581584,13357,2316364,834825,13366,37
13448,2581832,13459,2303025,821486,13472,41
13548,2580120,13558,2754323,1272784,13567,40
13649,2580148,13659,2713389,1231850,13668,37
13749,2580064,13757,2542097,1060558,13764,35
13849,2580096,13857,2200871,719332,13864,33
13951,2580148,13961,1684202,202663,13972,34
