Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
25,2656420,28,3186318,1703787,34,60
125,2662776,128,3724989,2242458,131,50
225,2654028,228,3195958,1713427,232,55
326,2669060,329,3548087,2065556,333,63
427,2680024,431,4695542,3213011,434,51
527,2688748,532,4534234,3051703,536,60
627,2707716,631,4055774,2573243,635,71
728,2684944,732,5213750,3731219,736,87
828,2696792,833,5916866,4434335,837,78
930,2703728,939,5924885,4442354,948,86
1031,2712496,1043,5991673,4509142,1052,93
1081,2710964,1087,6319106,4836575,1095,96
1180,2711156,1185,5762874,4280343,1191,96
1280,2709940,1284,4737889,3255358,1288,64
1381,2625112,1383,4465337,2982806,1386,36
1481,2630420,1485,1782241,299710,1488,33
1581,2636792,1584,2156294,673763,1587,32
1682,2646240,1685,2416975,934444,1688,33
1782,2655948,1786,2941393,1458862,1789,37
1882,2658076,1886,2669897,1187366,1890,34
1983,2666808,1986,1535020,52489,1990,34
2084,2670644,2086,2457438,974907,2090,35
2184,2674816,2187,2556938,1074407,2190,35
2284,2679816,2287,2080361,597830,2291,34
2385,2685776,2388,1978007,495476,2391,32
2486,2691232,2489,2218637,736106,2492,25
2586,2696716,2590,2243510,760979,2593,32
2687,2702272,2690,2215624,733093,2693,34
2787,2708100,2790,2998840,1516309,2793,43
2887,2693184,2890,3201953,1719422,2893,45
2988,2698392,2991,2269634,787103,2994,34
3089,2703352,3092,1864629,382098,3095,30
3189,2708524,3193,2191035,708504,3197,32
3290,2710592,3294,1909052,426521,3298,30
3390,2712808,3393,1989391,506860,3397,32
3491,2709548,3493,2727824,1245293,3496,43
3591,2704016,3594,2187864,705333,3597,30
3692,2709012,3695,1829621,347090,3698,30
3792,2705788,3794,2351443,868912,3797,36
3893,2674480,3901,2347036,864505,3908,33
3994,2680432,4003,2385444,902913,4011,37
4094,2686188,4103,2211979,729448,4111,35
4195,2691892,4213,2394877,912346,4216,27
4294,2697596,4297,2127908,645377,4300,33
4395,2703548,4398,2020756,538225,4401,29
4496,2709500,4499,1762026,279495,4506,28
4596,2688668,4598,2999134,1516603,4601,37
4696,2705688,4699,2245360,762829,4702,36
4796,2710908,4799,2414505,931974,4802,39
4897,2711316,4900,2579417,1096886,4903,37
4997,2684092,5001,2958757,1476226,5004,53
5098,2678172,5101,3566192,2083661,5105,38
5198,2683136,5202,2419995,937464,5206,34
5299,2688592,5302,2378221,895690,5306,34
5399,2693800,5403,2393309,910778,5406,36
5500,2657316,5504,2521993,1039462,5506,34
5601,2641876,5604,2433805,951274,5608,36
5701,2647416,5706,1957440,474909,5709,31
5803,2660656,5806,2042906,560375,5809,35
5903,2659800,5906,3562427,2079896,5910,59
6003,2683868,,,,,
