Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
4,2699400,12,3182793,1288530,18,59
85,2707456,94,4376412,2482149,99,67
183,2710604,187,4393810,2499547,200,62
284,2710372,288,4605388,2711125,292,54
384,2709264,388,3936567,2042304,392,48
485,2710192,488,3153318,1259055,492,57
587,2711372,596,5073259,3178996,601,85
687,2706484,702,6478957,4584694,707,93
789,2710052,801,6643088,4748825,812,96
888,2711336,896,5775607,3881344,902,92
987,2712592,991,5370800,3476537,995,90
1090,2710396,1108,5820485,3926222,1112,94
1188,2712128,1191,3795999,1901736,1194,50
1289,2647460,1292,3547913,1653650,1295,36
1389,2627544,1392,2420206,525943,1394,29
1490,2627604,1492,2093319,199056,1495,34
1590,2627444,1593,2322381,428118,1595,33
1691,2627744,1693,2305778,411515,1696,34
1793,2627964,1809,2306953,412690,1812,35
1892,2628212,1894,2226146,331883,1897,34
1992,2627820,1995,2507923,613660,1997,37
2093,2627820,2096,2263552,369289,2099,28
2194,2627820,2196,2126577,232314,2199,33
2294,2628068,2296,2154912,260649,2299,30
2395,2628064,2397,2056414,162151,2400,32
2495,2627560,2498,2304309,410046,2501,30
2596,2627548,2599,2079773,185510,2601,31
2696,2630228,2699,2464902,570639,2701,36
2796,2628856,2799,2274454,380191,2801,32
2896,2629032,2899,2981149,1086886,2901,43
2997,2629032,2999,2362845,468582,3002,32
3098,2628888,3101,2249592,355329,3103,32
3198,2628888,3201,1786062,0,3204,29
3299,2628692,3301,1747391,0,3304,31
3399,2628692,3401,1867263,0,3404,29
3499,2628900,3501,1713130,0,3504,25
3599,2628952,3605,1983276,89013,3609,32
3700,2642764,3702,2904334,1010071,3705,45
3800,2657112,3802,2900308,1006045,3805,42
3900,2648948,3903,2780179,885916,3905,41
4001,2654156,4003,2769571,875308,4005,42
4101,2659860,4103,2279742,385479,4106,35
4203,2665312,4209,2509185,614922,4228,39
4303,2670520,4324,2468721,574458,4328,40
4403,2675448,4408,2516355,622092,4414,31
4504,2680792,4509,2595226,700963,4516,40
4604,2687736,4611,2609566,715303,4617,45
4704,2700396,4710,2920143,1025880,4716,41
4805,2710060,4810,2817499,923236,4816,41
4905,2702268,4912,2889200,994937,4917,45
5006,2623088,5014,2430314,536051,5018,38
5107,2619096,5117,2466164,571901,5119,48
5206,2616548,5209,3365516,1471253,5212,40
5307,2616548,5309,2494645,600382,5312,33
5408,2616424,5410,2193320,299057,5413,30
5509,2616268,5511,2463226,568963,5514,35
5609,2616320,5612,2391819,497556,5614,36
5710,2616320,5713,2310391,416128,5716,34
5810,2616568,5812,2244924,350661,5815,35
5910,2616372,5913,2226613,332350,5915,32
6011,2615392,6014,2170721,276458,6017,35
6112,2615440,6115,1830267,0,6117,33
6215,2615936,6223,2382371,488108,6243,30
6315,2616184,6326,2313242,418979,6333,31
6413,2613944,6416,2477567,583304,6419,40
6513,2614052,6515,2381124,486861,6518,31
6614,2614180,6617,2066902,172639,6619,32
6714,2614180,6717,2392614,498351,6719,35
6815,2613984,6817,2206191,311928,6820,28
6915,2614232,6918,2201665,307402,6920,30
7016,2614464,7018,2298314,404051,7021,33
7116,2614072,7119,2187325,293062,7125,29
7218,2614540,7226,2259026,364763,7229,36
7318,2614344,7321,2028408,134145,7324,28
7418,2614556,7421,2283887,389624,7424,28
7519,2614608,7521,1757270,0,7524,32
7619,2614608,7622,2209336,315073,7624,26
7720,2614764,7722,1858675,0,7725,29
7820,2614764,7823,2305484,411221,7825,34
7921,2614764,7923,1741991,0,7926,34
8021,2615072,8024,2267460,373197,8027,31
8123,2614876,8133,2033021,138758,8138,32
8224,2615340,8234,2352326,458063,8239,32
8324,2615340,8331,2544654,650391,8337,35
8424,2615300,8430,2339072,444809,8436,32
8525,2615132,8533,2129170,234907,8538,33
8626,2615132,8635,2152943,258680,8639,33
8725,2615256,8727,2129170,234907,8730,34
8825,2615472,8828,2603691,709428,8831,34
8925,2615472,8928,2195231,300968,8930,34
9025,2615556,9028,2454881,560618,9032,34
9126,2614040,9129,2077510,183247,9132,33
9227,2611480,9230,2442510,548247,9233,37
9328,2611288,9330,2481247,586984,9333,37
9428,2611508,9431,2148428,254165,9433,33
9528,2611240,9530,2374002,479739,9533,32
9629,2611280,9632,2208041,313778,9634,35
9729,2611288,9731,2230345,336082,9734,31
9830,2611504,9832,2048830,154567,9835,31
9931,2611308,9935,2149211,254948,9939,36
10030,2624504,10033,1891555,0,10036,40
10131,2618336,10134,3665278,1771015,10137,47
