datetime,cpu,mem
Sat Oct 29 00:11:51 GMT 2022,12,1296191
Sat Oct 29 00:11:53 GMT 2022,5.2,1194875
Sat Oct 29 00:11:54 GMT 2022,5.2,1297303
Sat Oct 29 00:11:56 GMT 2022,5.2,1267371
Sat Oct 29 00:11:57 GMT 2022,5.2,1269250
Sat Oct 29 00:11:59 GMT 2022,47,1254102
Sat Oct 29 00:12:00 GMT 2022,47,1254154
Sat Oct 29 00:12:02 GMT 2022,47,1254321
Sat Oct 29 00:12:03 GMT 2022,47,1269436
Sat Oct 29 00:12:05 GMT 2022,7,1264071
Sat Oct 29 00:12:07 GMT 2022,7,1264309
Sat Oct 29 00:12:09 GMT 2022,7,1264767
Sat Oct 29 00:12:11 GMT 2022,7,1263579
Sat Oct 29 00:12:13 GMT 2022,7,1262975
Sat Oct 29 00:12:15 GMT 2022,7,1264475
Sat Oct 29 00:12:16 GMT 2022,-1.5,1262985
Sat Oct 29 00:12:19 GMT 2022,-1.5,1263927
Sat Oct 29 00:12:21 GMT 2022,-1.5,1289972
Sat Oct 29 00:12:23 GMT 2022,50,1267929
Sat Oct 29 00:12:25 GMT 2022,50,1271290
Sat Oct 29 00:12:27 GMT 2022,50,1326040
Sat Oct 29 00:12:29 GMT 2022,4.1,1325393
Sat Oct 29 00:12:32 GMT 2022,4.1,1325525
Sat Oct 29 00:12:33 GMT 2022,4.1,1291447
Sat Oct 29 00:12:35 GMT 2022,-1.4,1298533
Sat Oct 29 00:12:37 GMT 2022,-1.4,1307325
Sat Oct 29 00:12:40 GMT 2022,-1.4,1316635
Sat Oct 29 00:12:42 GMT 2022,32,1278269
Sat Oct 29 00:12:44 GMT 2022,32,1278157
Sat Oct 29 00:12:46 GMT 2022,32,1279411
Sat Oct 29 00:12:48 GMT 2022,16,1285061
Sat Oct 29 00:12:49 GMT 2022,16,1288273
Sat Oct 29 00:12:51 GMT 2022,16,1316543
Sat Oct 29 00:12:53 GMT 2022,33,1323380
Sat Oct 29 00:12:55 GMT 2022,33,1338272
Sat Oct 29 00:12:57 GMT 2022,33,1340230
Sat Oct 29 00:12:59 GMT 2022,18,1301208
Sat Oct 29 00:13:01 GMT 2022,18,1301296
Sat Oct 29 00:13:03 GMT 2022,18,1294450
Sat Oct 29 00:13:04 GMT 2022,0.6,1293960
Sat Oct 29 00:13:06 GMT 2022,0.6,1290156
Sat Oct 29 00:13:08 GMT 2022,0.6,1281398
Sat Oct 29 00:13:09 GMT 2022,16,1280316
Sat Oct 29 00:13:11 GMT 2022,16,1280428
Sat Oct 29 00:13:13 GMT 2022,16,1280032
Sat Oct 29 00:13:14 GMT 2022,16,1281594
Sat Oct 29 00:13:16 GMT 2022,1.5,1280420
Sat Oct 29 00:13:18 GMT 2022,1.5,1281024
Sat Oct 29 00:13:19 GMT 2022,1.5,1282466
Sat Oct 29 00:13:21 GMT 2022,0.5,1281172
Sat Oct 29 00:13:22 GMT 2022,0.5,1281632
Sat Oct 29 00:13:24 GMT 2022,0.5,1280952
Sat Oct 29 00:13:25 GMT 2022,0.5,1282626
Sat Oct 29 00:13:27 GMT 2022,1.5,1281320
Sat Oct 29 00:13:29 GMT 2022,1.5,1281584
Sat Oct 29 00:13:31 GMT 2022,1.5,1281808
Sat Oct 29 00:13:32 GMT 2022,1.5,1283054
Sat Oct 29 00:13:34 GMT 2022,0.7,1281848
Sat Oct 29 00:13:35 GMT 2022,0.7,1282012
Sat Oct 29 00:13:37 GMT 2022,0.7,1282268
Sat Oct 29 00:13:39 GMT 2022,0.7,1283778
Sat Oct 29 00:13:40 GMT 2022,16,1279956
Sat Oct 29 00:13:42 GMT 2022,16,1280156
Sat Oct 29 00:13:44 GMT 2022,16,1280460
Sat Oct 29 00:13:45 GMT 2022,16,1276018
Sat Oct 29 00:13:47 GMT 2022,13,1274752
Sat Oct 29 00:13:48 GMT 2022,13,1274780
Sat Oct 29 00:13:50 GMT 2022,13,1276246
Sat Oct 29 00:13:52 GMT 2022,19,1275028
Sat Oct 29 00:13:53 GMT 2022,19,1275132
Sat Oct 29 00:13:55 GMT 2022,19,1275216
Sat Oct 29 00:13:56 GMT 2022,19,1276550
Sat Oct 29 00:13:58 GMT 2022,12,1275096
Sat Oct 29 00:13:59 GMT 2022,12,1275480
Sat Oct 29 00:14:01 GMT 2022,12,1275500
Sat Oct 29 00:14:03 GMT 2022,12,1276942
Sat Oct 29 00:14:05 GMT 2022,30,1275764
Sat Oct 29 00:14:06 GMT 2022,30,1275896
Sat Oct 29 00:14:08 GMT 2022,30,1275060
Sat Oct 29 00:14:09 GMT 2022,30,1276338
Sat Oct 29 00:14:11 GMT 2022,13,1275120
Sat Oct 29 00:14:12 GMT 2022,13,1275248
Sat Oct 29 00:14:14 GMT 2022,13,1275460
Sat Oct 29 00:14:16 GMT 2022,13,1276810
Sat Oct 29 00:14:17 GMT 2022,17,1275688
Sat Oct 29 00:14:19 GMT 2022,17,1275700
Sat Oct 29 00:14:21 GMT 2022,17,1275616
Sat Oct 29 00:14:22 GMT 2022,17,1277010
Sat Oct 29 00:14:24 GMT 2022,15,1276064
Sat Oct 29 00:14:26 GMT 2022,15,1276128
Sat Oct 29 00:14:27 GMT 2022,15,1276220
Sat Oct 29 00:14:29 GMT 2022,15,1277718
Sat Oct 29 00:14:30 GMT 2022,12,1276372
Sat Oct 29 00:14:32 GMT 2022,12,1276432
Sat Oct 29 00:14:34 GMT 2022,12,1277878
Sat Oct 29 00:14:35 GMT 2022,17,1276620
Sat Oct 29 00:14:37 GMT 2022,17,1276676
Sat Oct 29 00:14:38 GMT 2022,17,1276804
Sat Oct 29 00:14:40 GMT 2022,17,1278218
Sat Oct 29 00:14:42 GMT 2022,12,1277008
Sat Oct 29 00:14:43 GMT 2022,12,1277300
Sat Oct 29 00:14:45 GMT 2022,12,1278810
Sat Oct 29 00:14:47 GMT 2022,17,1277656
Sat Oct 29 00:14:48 GMT 2022,17,1277856
Sat Oct 29 00:14:50 GMT 2022,17,1278104
Sat Oct 29 00:14:51 GMT 2022,17,1279490
Sat Oct 29 00:14:53 GMT 2022,12,1278348
Sat Oct 29 00:14:55 GMT 2022,12,1278616
Sat Oct 29 00:14:56 GMT 2022,12,1279974
Sat Oct 29 00:14:58 GMT 2022,17,1278824
Sat Oct 29 00:15:00 GMT 2022,17,1279076
Sat Oct 29 00:15:01 GMT 2022,17,1279140
Sat Oct 29 00:15:03 GMT 2022,17,1280750
Sat Oct 29 00:15:04 GMT 2022,1.3,1279884
Sat Oct 29 00:15:06 GMT 2022,1.3,1280000
Sat Oct 29 00:15:08 GMT 2022,1.3,1280264
Sat Oct 29 00:15:09 GMT 2022,1.3,1281618
Sat Oct 29 00:15:11 GMT 2022,0.6,1280496
Sat Oct 29 00:15:12 GMT 2022,0.6,1280800
Sat Oct 29 00:15:14 GMT 2022,0.6,1283238
Sat Oct 29 00:15:16 GMT 2022,17,1282044
Sat Oct 29 00:15:17 GMT 2022,17,1282268
Sat Oct 29 00:15:19 GMT 2022,17,1282628
Sat Oct 29 00:15:21 GMT 2022,17,1284131
