datetime,cpu,mem
Fri Oct 28 21:07:34 GMT 2022,40,1258802
Fri Oct 28 21:07:36 GMT 2022,0,1263598
Fri Oct 28 21:07:37 GMT 2022,0,1283618
Fri Oct 28 21:07:40 GMT 2022,0,1260866
Fri Oct 28 21:07:42 GMT 2022,0,1251279
Fri Oct 28 21:07:44 GMT 2022,0,1251072
Fri Oct 28 21:07:46 GMT 2022,0,1267110
Fri Oct 28 21:07:48 GMT 2022,0,1266394
Fri Oct 28 21:07:50 GMT 2022,0,1265670
Fri Oct 28 21:07:52 GMT 2022,0,1267269
Fri Oct 28 21:07:55 GMT 2022,48,1265967
Fri Oct 28 21:07:57 GMT 2022,48,1265471
Fri Oct 28 21:07:59 GMT 2022,48,1266889
Fri Oct 28 21:08:01 GMT 2022,47,1266083
Fri Oct 28 21:08:04 GMT 2022,47,1266337
Fri Oct 28 21:08:06 GMT 2022,47,1267817
Fri Oct 28 21:08:08 GMT 2022,47,1272191
Fri Oct 28 21:08:11 GMT 2022,47,1328595
Fri Oct 28 21:08:13 GMT 2022,47,1324518
Fri Oct 28 21:08:16 GMT 2022,44,1323148
Fri Oct 28 21:08:18 GMT 2022,44,1287916
Fri Oct 28 21:08:20 GMT 2022,44,1296790
Fri Oct 28 21:08:23 GMT 2022,35,1303176
Fri Oct 28 21:08:25 GMT 2022,35,1310312
Fri Oct 28 21:08:28 GMT 2022,35,1277430
Fri Oct 28 21:08:30 GMT 2022,30,1277392
Fri Oct 28 21:08:32 GMT 2022,30,1286564
Fri Oct 28 21:08:35 GMT 2022,30,1315206
Fri Oct 28 21:08:37 GMT 2022,39,1322116
Fri Oct 28 21:08:40 GMT 2022,39,1338818
Fri Oct 28 21:08:42 GMT 2022,24,1337340
Fri Oct 28 21:08:44 GMT 2022,24,1299028
Fri Oct 28 21:08:46 GMT 2022,24,1292946
Fri Oct 28 21:08:48 GMT 2022,0,1291196
Fri Oct 28 21:08:50 GMT 2022,0,1277188
Fri Oct 28 21:08:52 GMT 2022,0,1278566
Fri Oct 28 21:08:54 GMT 2022,16,1277084
Fri Oct 28 21:08:56 GMT 2022,16,1276680
Fri Oct 28 21:08:58 GMT 2022,16,1278098
Fri Oct 28 21:09:00 GMT 2022,14,1276676
Fri Oct 28 21:09:02 GMT 2022,14,1277160
Fri Oct 28 21:09:03 GMT 2022,14,1278730
Fri Oct 28 21:09:05 GMT 2022,15,1277352
Fri Oct 28 21:09:07 GMT 2022,15,1277256
Fri Oct 28 21:09:09 GMT 2022,15,1278130
Fri Oct 28 21:09:11 GMT 2022,14,1277140
Fri Oct 28 21:09:13 GMT 2022,14,1277112
Fri Oct 28 21:09:15 GMT 2022,14,1278646
Fri Oct 28 21:09:17 GMT 2022,14,1277136
Fri Oct 28 21:09:19 GMT 2022,14,1277256
Fri Oct 28 21:09:21 GMT 2022,14,1278878
Fri Oct 28 21:09:23 GMT 2022,14,1277472
Fri Oct 28 21:09:24 GMT 2022,14,1277624
Fri Oct 28 21:09:26 GMT 2022,14,1279186
Fri Oct 28 21:09:28 GMT 2022,14,1277908
Fri Oct 28 21:09:30 GMT 2022,14,1278348
Fri Oct 28 21:09:32 GMT 2022,14,1279874
Fri Oct 28 21:09:34 GMT 2022,15,1278676
Fri Oct 28 21:09:36 GMT 2022,15,1278840
Fri Oct 28 21:09:38 GMT 2022,15,1280346
Fri Oct 28 21:09:40 GMT 2022,15,1279124
Fri Oct 28 21:09:42 GMT 2022,15,1276824
Fri Oct 28 21:09:44 GMT 2022,15,1278298
Fri Oct 28 21:09:46 GMT 2022,15,1272116
Fri Oct 28 21:09:48 GMT 2022,15,1272076
Fri Oct 28 21:09:49 GMT 2022,15,1273642
Fri Oct 28 21:09:51 GMT 2022,15,1271964
Fri Oct 28 21:09:53 GMT 2022,15,1272148
Fri Oct 28 21:09:55 GMT 2022,15,1273494
Fri Oct 28 21:09:57 GMT 2022,15,1272016
Fri Oct 28 21:09:59 GMT 2022,15,1272080
Fri Oct 28 21:10:01 GMT 2022,15,1273374
Fri Oct 28 21:10:03 GMT 2022,16,1272060
Fri Oct 28 21:10:05 GMT 2022,16,1272012
Fri Oct 28 21:10:07 GMT 2022,16,1273398
Fri Oct 28 21:10:08 GMT 2022,14,1272196
Fri Oct 28 21:10:10 GMT 2022,14,1272348
Fri Oct 28 21:10:12 GMT 2022,14,1273842
Fri Oct 28 21:10:14 GMT 2022,14,1272392
Fri Oct 28 21:10:16 GMT 2022,14,1272456
Fri Oct 28 21:10:17 GMT 2022,14,1273886
Fri Oct 28 21:10:19 GMT 2022,13,1272340
Fri Oct 28 21:10:21 GMT 2022,13,1272524
Fri Oct 28 21:10:23 GMT 2022,13,1273730
Fri Oct 28 21:10:25 GMT 2022,15,1272320
Fri Oct 28 21:10:27 GMT 2022,15,1272564
Fri Oct 28 21:10:29 GMT 2022,15,1274006
Fri Oct 28 21:10:30 GMT 2022,0,1272680
Fri Oct 28 21:10:32 GMT 2022,0,1272732
Fri Oct 28 21:10:34 GMT 2022,0,1274286
Fri Oct 28 21:10:36 GMT 2022,0,1272864
Fri Oct 28 21:10:38 GMT 2022,0,1272952
Fri Oct 28 21:10:40 GMT 2022,0,1274446
Fri Oct 28 21:10:41 GMT 2022,0,1273152
