datetime,cpu,mem
Fri Oct 28 18:00:54 GMT 2022,0.6,1267615
Fri Oct 28 18:00:56 GMT 2022,6.1,1272552
Fri Oct 28 18:00:57 GMT 2022,6.1,1369000
Fri Oct 28 18:00:59 GMT 2022,6.1,1338469
Fri Oct 28 18:01:00 GMT 2022,6.1,1340103
Fri Oct 28 18:01:01 GMT 2022,47,1260601
Fri Oct 28 18:01:02 GMT 2022,47,1252208
Fri Oct 28 18:01:04 GMT 2022,47,1252385
Fri Oct 28 18:01:05 GMT 2022,47,1253937
Fri Oct 28 18:01:06 GMT 2022,39,1249046
Fri Oct 28 18:01:08 GMT 2022,39,1248964
Fri Oct 28 18:01:09 GMT 2022,39,1268188
Fri Oct 28 18:01:10 GMT 2022,39,1287354
Fri Oct 28 18:01:12 GMT 2022,39,1285308
Fri Oct 28 18:01:13 GMT 2022,39,1285485
Fri Oct 28 18:01:14 GMT 2022,39,1285729
Fri Oct 28 18:01:16 GMT 2022,39,1287042
Fri Oct 28 18:01:17 GMT 2022,35,1285336
Fri Oct 28 18:01:18 GMT 2022,35,1301943
Fri Oct 28 18:01:20 GMT 2022,35,1220563
Fri Oct 28 18:01:21 GMT 2022,35,1222967
Fri Oct 28 18:01:22 GMT 2022,36,1221624
Fri Oct 28 18:01:24 GMT 2022,36,1217480
Fri Oct 28 18:01:25 GMT 2022,36,1229233
