datetime,cpu,mem
Wed Oct 26 18:38:25 GMT 2022,35,1332267
Wed Oct 26 18:38:26 GMT 2022,0,1330233
Wed Oct 26 18:38:27 GMT 2022,0,1368975
Wed Oct 26 18:38:28 GMT 2022,0,1369213
Wed Oct 26 18:38:30 GMT 2022,0,1371455
Wed Oct 26 18:38:31 GMT 2022,37,1381911
Wed Oct 26 18:38:32 GMT 2022,37,1375645
Wed Oct 26 18:38:34 GMT 2022,37,1376400
Wed Oct 26 18:38:35 GMT 2022,37,1391805
Wed Oct 26 18:38:37 GMT 2022,39,1390902
Wed Oct 26 18:38:38 GMT 2022,39,1391436
Wed Oct 26 18:38:39 GMT 2022,39,1391588
Wed Oct 26 18:38:41 GMT 2022,39,1390073
Wed Oct 26 18:38:42 GMT 2022,29,1388500
Wed Oct 26 18:38:43 GMT 2022,29,1388601
Wed Oct 26 18:38:45 GMT 2022,29,1388633
Wed Oct 26 18:38:46 GMT 2022,29,1390229
Wed Oct 26 18:38:48 GMT 2022,27,1388925
Wed Oct 26 18:38:49 GMT 2022,27,1388885
Wed Oct 26 18:38:50 GMT 2022,27,1388784
Wed Oct 26 18:38:52 GMT 2022,27,1390255
Wed Oct 26 18:38:53 GMT 2022,28,1388875
Wed Oct 26 18:38:55 GMT 2022,28,1388867
Wed Oct 26 18:38:57 GMT 2022,28,1389000
Wed Oct 26 18:38:58 GMT 2022,28,1390388
Wed Oct 26 18:39:00 GMT 2022,0,1388952
Wed Oct 26 18:39:01 GMT 2022,0,1389192
Wed Oct 26 18:39:03 GMT 2022,0,1389249
Wed Oct 26 18:39:04 GMT 2022,0,1390765
Wed Oct 26 18:39:06 GMT 2022,31,1389397
Wed Oct 26 18:39:08 GMT 2022,31,1389469
Wed Oct 26 18:39:09 GMT 2022,31,1389533
Wed Oct 26 18:39:11 GMT 2022,31,1391057
Wed Oct 26 18:39:13 GMT 2022,32,1389967
