datetime,cpu,mem
Wed Oct 26 19:10:19 GMT 2022,33,1350763
Wed Oct 26 19:10:20 GMT 2022,0,1350737
Wed Oct 26 19:10:22 GMT 2022,0,1428808
Wed Oct 26 19:10:23 GMT 2022,0,1461978
Wed Oct 26 19:10:25 GMT 2022,0,1518012
Wed Oct 26 19:10:27 GMT 2022,-14.3,1535583
Wed Oct 26 19:10:28 GMT 2022,-14.3,1565366
Wed Oct 26 19:10:30 GMT 2022,-14.3,1535347
Wed Oct 26 19:10:31 GMT 2022,-14.3,1518384
Wed Oct 26 19:10:33 GMT 2022,0,1517167
Wed Oct 26 19:10:35 GMT 2022,0,1517106
Wed Oct 26 19:10:36 GMT 2022,0,1517154
Wed Oct 26 19:10:38 GMT 2022,0,1518846
Wed Oct 26 19:10:40 GMT 2022,31,1517329
Wed Oct 26 19:10:42 GMT 2022,31,1517609
Wed Oct 26 19:10:44 GMT 2022,31,1519032
Wed Oct 26 19:10:46 GMT 2022,34,1517301
Wed Oct 26 19:10:48 GMT 2022,34,1517249
Wed Oct 26 19:10:50 GMT 2022,34,1518982
Wed Oct 26 19:10:51 GMT 2022,0,1517606
Wed Oct 26 19:10:53 GMT 2022,0,1517629
Wed Oct 26 19:10:55 GMT 2022,0,1519410
Wed Oct 26 19:10:57 GMT 2022,0,1517910
Wed Oct 26 19:10:59 GMT 2022,0,1518122
Wed Oct 26 19:11:01 GMT 2022,0,1519467
Wed Oct 26 19:11:03 GMT 2022,33,1518210
Wed Oct 26 19:11:04 GMT 2022,33,1518470
Wed Oct 26 19:11:06 GMT 2022,33,1519879
Wed Oct 26 19:11:08 GMT 2022,32,1518522
Wed Oct 26 19:11:10 GMT 2022,32,1518526
Wed Oct 26 19:11:12 GMT 2022,32,1520167
Wed Oct 26 19:11:14 GMT 2022,33,1518487
Wed Oct 26 19:11:16 GMT 2022,33,1528960
Wed Oct 26 19:11:18 GMT 2022,33,1521950
Wed Oct 26 19:11:20 GMT 2022,38,1520972
