datetime,cpu,mem
Wed Oct 26 18:25:20 GMT 2022,38,1321407
Wed Oct 26 18:25:21 GMT 2022,6.2,1322353
Wed Oct 26 18:25:22 GMT 2022,6.2,1382800
Wed Oct 26 18:25:24 GMT 2022,6.2,1407851
Wed Oct 26 18:25:25 GMT 2022,6.2,1415502
Wed Oct 26 18:25:26 GMT 2022,46,1415944
Wed Oct 26 18:25:28 GMT 2022,46,1456019
Wed Oct 26 18:25:29 GMT 2022,46,1456307
Wed Oct 26 18:25:31 GMT 2022,46,1459662
Wed Oct 26 18:25:32 GMT 2022,40,1438903
Wed Oct 26 18:25:33 GMT 2022,40,1439185
Wed Oct 26 18:25:34 GMT 2022,40,1439405
Wed Oct 26 18:25:36 GMT 2022,40,1439437
Wed Oct 26 18:25:37 GMT 2022,40,1441699
Wed Oct 26 18:25:38 GMT 2022,30,1439521
Wed Oct 26 18:25:40 GMT 2022,30,1439861
Wed Oct 26 18:25:41 GMT 2022,30,1439709
Wed Oct 26 18:25:43 GMT 2022,30,1441317
Wed Oct 26 18:25:44 GMT 2022,0,1439451
Wed Oct 26 18:25:46 GMT 2022,0,1440118
Wed Oct 26 18:25:47 GMT 2022,0,1439421
Wed Oct 26 18:25:49 GMT 2022,0,1441037
Wed Oct 26 18:25:50 GMT 2022,32,1439589
Wed Oct 26 18:25:52 GMT 2022,32,1439781
Wed Oct 26 18:25:53 GMT 2022,32,1439597
Wed Oct 26 18:25:55 GMT 2022,32,1441329
Wed Oct 26 18:25:56 GMT 2022,31,1439745
Wed Oct 26 18:25:58 GMT 2022,31,1439909
Wed Oct 26 18:26:00 GMT 2022,31,1440153
Wed Oct 26 18:26:01 GMT 2022,31,1441629
Wed Oct 26 18:26:02 GMT 2022,33,1440233
Wed Oct 26 18:26:04 GMT 2022,33,1440309
Wed Oct 26 18:26:06 GMT 2022,33,1440309
Wed Oct 26 18:26:07 GMT 2022,33,1441885
Wed Oct 26 18:26:09 GMT 2022,32,1440301
Wed Oct 26 18:26:11 GMT 2022,32,1489685
Wed Oct 26 18:26:12 GMT 2022,32,1489885
Wed Oct 26 18:26:14 GMT 2022,32,1491281
Wed Oct 26 18:26:15 GMT 2022,0,1494933
Wed Oct 26 18:26:17 GMT 2022,0,1487510
