Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
11,2704488,14,4350481,3000122,18,65
78,2710496,83,5101491,3751132,87,77
179,2711660,181,5608131,4257772,184,71
279,2711988,281,4105816,2755457,284,46
379,2711232,381,2414505,1064146,384,35
479,2710768,484,2547298,1196939,489,36
580,2645356,586,2236721,886362,591,36
681,2645260,686,1741985,391626,692,25
781,2646332,786,1555562,205203,791,19
882,2645320,890,1720474,370115,894,25
983,2645568,991,1706134,355775,997,25
1082,2646064,1085,1504669,154310,1087,21
1182,2646312,1185,1256684,0,1188,23
1283,2646364,1287,1203386,0,1289,24
1384,2646572,1386,1214726,0,1389,24
1484,2646892,1487,1221206,0,1490,25
1585,2647388,1587,1160138,0,1590,25
1685,2645728,1688,1899498,549139,1690,32
1786,2645532,1788,1392429,42070,1791,25
1889,2645780,1901,1293112,0,1914,29
1989,2646028,2000,1326633,0,2010,24
2089,2646028,2099,1293990,0,2110,25
2192,2645832,2204,1208246,0,2215,28
2291,2646080,2299,1465229,114870,2308,28
2391,2646132,2397,1614384,264025,2404,26
2492,2646256,2501,1345303,0,2510,26
2594,2646256,2604,1356945,6586,2613,29
2695,2646060,2707,1232546,0,2717,22
2794,2646520,2799,1685608,335249,2806,29
2895,2646520,2902,1619371,269012,2912,25
2996,2646556,3003,1402278,51919,3011,25
3097,2646556,3105,1238118,0,3113,22
3197,2646568,3206,1382579,32220,3214,26
3298,2646816,3305,1524617,174258,3311,24
3398,2650808,3405,1679215,328856,3411,28
3499,2651172,3510,1378771,28412,3520,30
3600,2651172,3609,1340623,0,3619,24
3700,2650976,3709,1313632,0,3718,24
3801,2651216,3811,1428544,78185,3819,28
3902,2651216,3910,1468018,117659,3921,28
4003,2651516,4012,1534954,184595,4021,36
4105,2651296,4114,3336009,1985650,4123,55
4204,2653028,4212,3034571,1684212,4222,43
4305,2659204,4313,3687145,2336786,4321,59
4406,2666280,4419,4043235,2692876,4427,81
4511,2670116,4525,3984931,2634572,4542,74
4607,2677056,4610,3536599,2186240,4615,91
4708,2668964,4712,5354749,4004390,4715,82
4808,2664148,4812,4000690,2650331,4816,76
4909,2663352,4913,2987628,1637269,4917,42
5009,2657716,5012,2886617,1536258,5015,45
5109,2659484,5112,3063920,1713561,5114,45
5210,2660984,5213,2237470,887111,5215,34
5310,2661312,5315,2482767,1132408,5321,39
5412,2661536,5418,1762227,411868,5423,26
5511,2661880,5516,1842366,492007,5522,25
5612,2661932,5619,1599422,249063,5626,26
5713,2662180,5720,1808337,457978,5727,28
5813,2663944,5818,1985768,635409,5822,29
5914,2662428,5919,1749155,398796,5924,27
6014,2662284,6018,1770665,420306,6024,24
6114,2662088,6120,1863876,513517,6126,28
6215,2662088,6220,1785005,434646,6225,24
6315,2662244,6321,1550520,200161,6327,23
6416,2662248,6422,1639319,288960,6429,26
6516,2662300,6523,1669241,318882,6529,30
6617,2662352,6623,1741895,391536,6629,25
6717,2661228,6724,1514643,164284,6730,27
6818,2661768,6824,1694176,343817,6831,25
6918,2662068,6926,1539578,189219,6933,28
7018,2659768,7024,2157850,807491,7029,32
7119,2659820,7127,1690944,340585,7134,28
7220,2659872,7226,1699163,348804,7233,28
7320,2660236,7326,1699163,348804,7333,28
7421,2660208,7427,1539578,189219,7433,22
7522,2660208,7531,1370020,19661,7537,20
7623,2660456,7630,1451526,101167,7638,28
7723,2660508,7729,1574487,224128,7736,25
7824,2660756,7833,1311835,0,7842,25
7924,2660808,7934,1333628,0,7944,28
8025,2660612,8034,1291659,0,8043,25
8126,2660612,8137,1321970,0,8147,28
8226,2660912,8238,1195410,0,8248,23
8326,2660716,8335,1309046,0,8344,23
8429,2660952,8438,1298654,0,8447,25
8528,2661076,8539,1274876,0,8547,27
8629,2661128,8640,1273006,0,8650,24
8730,2661376,8742,1349342,0,8754,33
8832,2661612,8842,1379729,29370,8851,32
8930,2663264,8937,2344163,993804,8944,40
9032,2663316,9039,1469760,119401,9048,22
9131,2663352,9138,1803890,453531,9146,31
9233,2663352,9241,1398995,48636,9251,27
9333,2663652,9342,1477792,127433,9351,28
9434,2663732,9446,1325210,0,9458,28
