Time  [ms],Memory Usage [KB],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta),Time  [ms],CPU Load [%]
60,2637832,69,2652206,891460,2,52
160,2641436,162,2423644,662898,76,35
260,2653600,264,1791381,30635,165,26
360,2659808,363,3010917,1250171,268,46
462,2666332,464,2955820,1195074,366,42
563,2667120,566,1936360,175614,467,36
663,2668120,668,1981597,220851,569,21
763,2672680,766,2229775,469029,671,40
865,2697036,874,3863364,2102618,768,40
966,2673308,975,3580031,1819285,881,74
1067,2673308,1077,1810922,50176,982,34
1166,2673308,1169,2278273,517527,1087,34
1268,2673536,1276,2692963,932217,1171,29
1368,2673784,1376,2246154,485408,1284,39
1469,2673980,1479,2027320,266574,1385,32
1568,2673980,1571,2220618,459872,1487,32
1668,2673980,1670,2113361,352615,1573,30
1769,2673760,1772,1726176,0,1673,29
1868,2673760,1871,1648773,0,1775,24
1969,2673760,1972,2102459,341713,1873,23
2070,2673792,2072,2348505,587759,1977,33
2170,2673792,2172,1842366,81620,2075,32
2271,2673860,2273,2410773,650027,2176,28
2371,2674356,2373,2370309,609563,2276,38
2471,2674240,2478,2298608,537862,2376,31
2572,2674292,2575,2502428,741682,2481,36
2672,2672580,2675,2276804,516058,2578,35
2773,2672384,2779,2518618,757872,2678,31
2875,2672536,2884,2163551,402805,2785,34
2975,2672340,2983,2485030,724284,2891,34
3075,2672648,3082,2170721,409975,2992,37
3176,2672648,3183,2228082,467336,3090,30
3276,2672648,3284,2272572,511826,3190,35
3377,2672948,3383,1928407,167661,3290,34
3479,2673060,3493,1605753,0,3389,25
3579,2672864,3586,2064639,303893,3499,25
3680,2673112,3687,1985768,225022,3592,27
3780,2672896,3788,2263933,503187,3695,30
3879,2672896,3882,2078979,318233,3796,35
3980,2672896,3983,2427082,666336,3884,29
4081,2673140,4083,2156381,395635,3985,33
4181,2672924,4184,2361376,600630,4086,37
4282,2672924,4285,2004634,243888,4187,33
4383,2673132,4386,2257851,497105,4287,29
4483,2673288,4486,1838028,77282,4389,32
4584,2673288,4587,2409598,648852,4489,28
4685,2685672,4692,2875654,1114908,4589,36
4786,2690748,4793,2678036,917290,4699,41
4886,2672632,4895,2890494,1129748,4802,39
4988,2667172,4996,3064723,1303977,4904,39
5087,2663896,5096,2799668,1038922,5003,50
5189,2663896,5200,2760996,1000250,5103,44
5288,2661544,5290,2590819,830073,5206,37
5388,2662068,5391,2610861,850115,5293,35
5488,2663372,5491,2707423,946677,5395,33
5588,2665060,5591,1901696,140950,5494,31
5689,2669396,5692,2009339,248593,5594,29
5789,2669048,5792,2341335,580589,5695,32
5890,2671844,5894,2371484,610738,5796,33
5992,2672408,5995,1971428,210682,5897,38
6092,2672408,6097,1353449,0,5997,25
6195,2672676,6202,1357753,0,6102,25
